球団,選手名,ポジション,防御率,投球回,投球アウト数,投球数,打者,被安打,被本塁打,奪三振,与四球,与死球,ボーク,失点,自責点,WHIP,期間
読売ジャイアンツ,田中 将大,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,大勢,投手,0,1,3,30,5,1,0,1,1,0,0,0,0,2,2026/07/05_2026/07/10
読売ジャイアンツ,西舘 勇陽,投手,6.75,5.1,16,104,22,4,1,6,2,0,0,4,4,1.125,2026/07/05_2026/07/10
読売ジャイアンツ,山﨑 伊織,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,戸郷 翔征,投手,0,5,15,64,17,0,0,3,2,0,0,0,0,0.4,2026/07/05_2026/07/10
読売ジャイアンツ,竹丸 和幸,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,ウィットリー,投手,3.6,5,15,80,20,5,0,6,2,0,0,3,2,1.4,2026/07/05_2026/07/10
読売ジャイアンツ,ハワード,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,田和 廉,投手,0,1.2,5,29,10,2,0,1,1,2,0,0,0,3,2026/07/05_2026/07/10
読売ジャイアンツ,赤星 優志,投手,15.42857143,2.1,7,39,11,3,2,2,1,0,0,4,4,1.714285714,2026/07/05_2026/07/10
読売ジャイアンツ,山城 京平,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,中川 皓太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,マタ,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,則本 昂大,投手,14.4,5,15,95,26,10,1,3,2,1,0,8,8,2.6,2026/07/05_2026/07/10
読売ジャイアンツ,田中 瑛斗,投手,36,1,3,41,10,4,0,0,3,0,0,5,4,7,2026/07/05_2026/07/10
読売ジャイアンツ,又木 鉄平,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,森田 駿哉,投手,0,1,3,17,6,1,0,1,1,0,0,0,0,2,2026/07/05_2026/07/10
読売ジャイアンツ,ルシアーノ,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,バルドナード,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,高梨 雄平,投手,18,1,3,33,6,2,1,1,1,0,0,2,2,3,2026/07/05_2026/07/10
読売ジャイアンツ,松浦 慶斗,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,北浦 竜次,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,宮原 駿介,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,船迫 大雅,投手,27,0.2,2,14,4,1,0,1,1,0,0,2,2,3,2026/07/05_2026/07/10
読売ジャイアンツ,横川 凱,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,泉 圭輔,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,山田 龍聖,投手,0,3,9,62,14,1,0,1,4,0,0,0,0,1.666666667,2026/07/05_2026/07/10
読売ジャイアンツ,石川 達也,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,平内 龍太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,堀田 賢慎,投手,0,3,9,38,10,1,0,1,0,0,0,0,0,0.3333333333,2026/07/05_2026/07/10
読売ジャイアンツ,マルティネス,投手,0,2,6,25,7,1,0,1,1,0,0,0,0,1,2026/07/05_2026/07/10
読売ジャイアンツ,井上 温大,投手,0,7,21,98,27,3,0,8,2,0,0,0,0,0.7142857143,2026/07/05_2026/07/10
読売ジャイアンツ,冨重 英二郎,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,林 燦,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,堀江 正太郎,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,鈴木 圭晋,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,千葉 隆広,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,木下 幹也,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,園田 純規,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,松井 颯,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,田村 朋輝,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,吉村 優聖歩,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,富田 龍,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,西川 歩,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,吹田 志道,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,森本 哲星,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,黄 錦豪,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,グズマン,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,河野 優作,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,板東 湧梧,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,花田 侑樹,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,代木 大和,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,石田 隼都,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,石田 充冴,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
読売ジャイアンツ,京本 眞,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,岩崎 優,投手,9,2,6,44,9,4,1,1,1,0,0,2,2,2.5,2026/07/05_2026/07/10
阪神タイガース,岩貞 祐太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,西 勇輝,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,伊原 陵人,投手,1.6875,5.1,16,106,23,4,0,6,3,0,0,1,1,1.3125,2026/07/05_2026/07/10
阪神タイガース,下村 海翔,投手,1.5,6,18,93,26,6,1,4,0,0,0,2,1,1,2026/07/05_2026/07/10
阪神タイガース,大竹 耕太郎,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,椎葉 剛,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,伊藤 将司,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,今朝丸 裕喜,投手,9,1,3,15,5,2,0,0,0,0,0,1,1,2,2026/07/05_2026/07/10
阪神タイガース,髙橋 遥人,投手,5.4,6.2,20,106,27,7,1,7,1,0,0,4,4,1.2,2026/07/05_2026/07/10
阪神タイガース,門別 啓人,投手,0,1,3,14,4,1,0,0,0,0,0,0,0,1,2026/07/05_2026/07/10
阪神タイガース,才木 浩人,投手,0,7,21,101,29,5,0,8,3,0,0,0,0,1.142857143,2026/07/05_2026/07/10
阪神タイガース,畠 世周,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,及川 雅貴,投手,0,1,3,8,4,1,0,1,0,0,0,0,0,1,2026/07/05_2026/07/10
阪神タイガース,村上 頌樹,投手,1.5,6,18,102,24,5,0,4,1,0,0,1,1,1,2026/07/05_2026/07/10
阪神タイガース,ルーカス,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,早瀬 朔,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,ラグズデール,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,桐敷 拓馬,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,茨木 秀俊,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,工藤 泰成,投手,6.75,1.1,4,20,6,2,0,2,0,0,0,1,1,1.5,2026/07/05_2026/07/10
阪神タイガース,富田 蓮,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,早川 太貴,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,木下 里都,投手,0,2.2,8,58,12,1,0,4,3,0,0,0,0,1.5,2026/07/05_2026/07/10
阪神タイガース,能登 嵩都,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,石黒 佑弥,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,岡留 英貴,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,湯浅 京己,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,津田 淳哉,投手,0,2,6,18,7,2,0,1,0,0,0,0,0,1,2026/07/05_2026/07/10
阪神タイガース,石井 大智,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,ドリス,投手,4.5,2,6,31,7,1,1,3,0,0,0,1,1,0.5,2026/07/05_2026/07/10
阪神タイガース,モレッタ,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,小川 一平,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,松原 快,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,伊藤 稜,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,神宮 僚介,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
阪神タイガース,マルティネス,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,デュプランティエ,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,東 克樹,投手,2.571428571,7,21,94,27,4,2,8,1,1,0,2,2,0.8571428571,2026/07/05_2026/07/10
横浜DeNAベイスターズ,竹田 祐,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,伊勢 大夢,投手,0,4,12,59,14,2,0,3,1,0,0,0,0,0.75,2026/07/05_2026/07/10
横浜DeNAベイスターズ,石田 健大,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,島田 舜也,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,大貫 晋一,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,小園 健太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,山﨑 康晃,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,坂本 裕哉,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,入江 大生,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,吉野 光樹,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,藤浪 晋太郎,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,篠木 健太郎,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,武田 陸玖,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,橋本 達弥,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,尾形 崇斗,投手,12,3,9,58,17,5,1,2,4,0,0,4,4,3,2026/07/05_2026/07/10
横浜DeNAベイスターズ,松本 凌人,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,若松 尚輝,投手,0,1,3,16,5,1,0,1,1,0,0,0,0,2,2026/07/05_2026/07/10
横浜DeNAベイスターズ,佐々木 千隼,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,コックス,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,深沢 鳳介,投手,0,5,15,67,18,2,0,2,1,1,0,0,0,0.8,2026/07/05_2026/07/10
横浜DeNAベイスターズ,森原 康平,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,坂口 翔颯,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,片山 皓心,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,ルイーズ,投手,81,0.2,2,33,9,4,2,0,3,0,0,6,6,10.5,2026/07/05_2026/07/10
横浜DeNAベイスターズ,中川 颯,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,石田 裕太郎,投手,0,9,27,120,30,1,0,7,3,0,0,0,0,0.4444444444,2026/07/05_2026/07/10
横浜DeNAベイスターズ,平良 拳太郎,投手,3.176470588,5.2,17,95,23,6,0,6,0,0,0,2,2,1.058823529,2026/07/05_2026/07/10
横浜DeNAベイスターズ,レイノルズ,投手,4.5,2,6,32,9,2,1,3,1,0,0,1,1,1.5,2026/07/05_2026/07/10
横浜DeNAベイスターズ,中川 虎大,投手,6,3,9,60,12,2,1,5,1,0,0,2,2,1,2026/07/05_2026/07/10
横浜DeNAベイスターズ,宮城 滝太,投手,0,1.2,5,22,5,0,0,2,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,岩田 将貴,投手,0,2,6,23,9,1,0,1,1,1,0,0,0,1.5,2026/07/05_2026/07/10
横浜DeNAベイスターズ,堀岡 隼人,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,マルセリーノ,投手,0,1,3,18,4,1,0,2,0,0,0,0,0,1,2026/07/05_2026/07/10
横浜DeNAベイスターズ,浜地 真澄,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,清水 麻成,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,金渕 光希,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,吉岡 暖,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,馬場 皐輔,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,庄司 陽斗,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,森下 瑠大,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
横浜DeNAベイスターズ,松本 隆之介,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,齊藤 汰直,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,森浦 大輔,投手,0,1,3,14,5,1,0,1,1,0,0,0,0,2,2026/07/05_2026/07/10
広島東洋カープ,大瀬良 大地,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,森 翔平,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,常廣 羽也斗,投手,18,2,6,40,12,4,0,0,2,0,0,4,4,3,2026/07/05_2026/07/10
広島東洋カープ,森下 暢仁,投手,9,5,15,113,27,6,2,6,5,0,0,6,5,2.2,2026/07/05_2026/07/10
広島東洋カープ,床田 寛樹,投手,3.6,5,15,92,25,8,1,6,2,0,0,5,2,2,2026/07/05_2026/07/10
広島東洋カープ,栗林 良吏,投手,1.5,6,18,72,23,5,0,2,0,0,0,1,1,0.8333333333,2026/07/05_2026/07/10
広島東洋カープ,中﨑 翔太,投手,9,1,3,21,6,3,0,1,0,0,0,1,1,3,2026/07/05_2026/07/10
広島東洋カープ,髙 太一,投手,0,2,6,34,8,1,0,3,1,0,0,0,0,1,2026/07/05_2026/07/10
広島東洋カープ,黒原 拓未,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,益田 武尚,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,佐藤 柳之介,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,ケムナ 誠,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,滝田 一希,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,高橋 昂也,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,工藤 泰己,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,塹江 敦哉,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,赤木 晴哉,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,長谷部 銀次,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,鈴木 健矢,投手,0,4.1,13,60,16,1,0,3,1,0,0,0,0,0.4615384615,2026/07/05_2026/07/10
広島東洋カープ,ターノック,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,島内 颯太郎,投手,0,3,9,51,12,2,0,4,1,0,0,0,0,1,2026/07/05_2026/07/10
広島東洋カープ,松本 竜也,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,髙木 快大,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,斉藤 優汰,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,アドゥワ 誠,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,岡本 駿,投手,5.4,5,15,87,20,4,0,6,1,0,0,3,3,1,2026/07/05_2026/07/10
広島東洋カープ,玉村 昇悟,投手,5.4,1.2,5,19,6,1,1,0,0,0,0,1,1,0.6,2026/07/05_2026/07/10
広島東洋カープ,遠藤 淳志,投手,9,2,6,33,10,3,0,1,1,0,0,2,2,2,2026/07/05_2026/07/10
広島東洋カープ,菊地 ハルン,投手,0,1,3,12,3,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,ハーン,投手,0,1,3,10,3,0,0,2,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,日髙 暖己,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,辻 大雅,投手,0,3,9,41,13,2,0,2,2,0,0,0,0,1.333333333,2026/07/05_2026/07/10
広島東洋カープ,杉田 健,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,小船 翼,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,竹下 海斗,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,河野 佳,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,杉原 望来,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
広島東洋カープ,アリア,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,中西 聖輝,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,橋本 侑樹,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,草加 勝,投手,0,2,6,31,8,0,0,2,1,0,0,0,0,0.5,2026/07/05_2026/07/10
中日ドラゴンズ,櫻井 頼之介,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,柳 裕也,投手,5.0625,5.1,16,75,21,5,1,4,1,0,0,3,3,1.125,2026/07/05_2026/07/10
中日ドラゴンズ,髙橋 宏斗,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,涌井 秀章,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,金丸 夢斗,投手,1.285714286,7,21,100,25,5,1,9,0,0,0,1,1,0.7142857143,2026/07/05_2026/07/10
中日ドラゴンズ,大野 雄大,投手,1.285714286,7,21,85,23,3,1,4,2,0,0,1,1,0.7142857143,2026/07/05_2026/07/10
中日ドラゴンズ,仲地 礼亜,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,アブレウ,投手,0,1,3,30,5,0,0,3,1,1,0,0,0,2,2026/07/05_2026/07/10
中日ドラゴンズ,松木平 優太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,根尾 昂,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,伊藤 茉央,投手,13.5,1.1,4,21,7,3,0,0,0,0,0,2,2,2.25,2026/07/05_2026/07/10
中日ドラゴンズ,杉浦 稔大,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,福 敬登,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,福田 幸之介,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,松葉 貴大,投手,6,6,18,90,27,5,2,3,3,1,0,4,4,1.5,2026/07/05_2026/07/10
中日ドラゴンズ,勝野 昌慶,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,梅野 雄吾,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,吉田 聖弥,投手,0,2,6,27,6,0,0,3,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,清水 達也,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,篠﨑 国忠,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,藤嶋 健人,投手,0,1.2,5,29,8,2,0,0,1,0,0,0,0,1.8,2026/07/05_2026/07/10
中日ドラゴンズ,齋藤 綱記,投手,0,2,6,29,8,1,0,1,1,0,0,0,0,1,2026/07/05_2026/07/10
中日ドラゴンズ,高橋 幸佑,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
中日ドラゴンズ,有馬 惠叶,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
