試合ID,試合日,曜日,リーグ区分,ホーム/ビジター,球団,対戦球団,投手フルネーム,登板順,登板区分,結果,投球数,打者,投球回,投球回(アウト),奪三振,暴投,ボーク,失点,自責点,試合防御率
20260531_E-S_03,2026-05-31,日,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,加治屋 蓮,5,救援,,11,3,1,3,2,0,0,0,0,0.00
20260531_E-S_03,2026-05-31,日,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,藤平 尚真,6,救援,,14,3,1,3,0,0,0,0,0,0.00
20260531_F-G_03,2026-05-31,日,セ・パ交流戦,ビジター,読売ジャイアンツ,北海道日本ハムファイターズ,竹丸 和幸,1,先発,敗,111,29,8,24,10,0,0,3,3,3.38
20260531_H-C_03,2026-05-31,日,セ・パ交流戦,ホーム,福岡ソフトバンクホークス,広島東洋カープ,徐 若熙,1,先発,勝,82,20,6,18,7,0,0,0,0,0.00
20260531_H-C_03,2026-05-31,日,セ・パ交流戦,ホーム,福岡ソフトバンクホークス,広島東洋カープ,Ｒ．オスナ,2,救援,H,12,3,1,3,1,0,0,0,0,0.00
20260531_H-C_03,2026-05-31,日,セ・パ交流戦,ホーム,福岡ソフトバンクホークス,広島東洋カープ,松本 裕樹,3,救援,H,19,6,1,3,0,0,0,1,1,9.00
20260531_H-C_03,2026-05-31,日,セ・パ交流戦,ホーム,福岡ソフトバンクホークス,広島東洋カープ,杉山 一樹,4,救援,S,10,3,1,3,2,0,0,0,0,0.00
20260531_F-G_03,2026-05-31,日,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,北山 亘基,1,先発,勝,91,25,6,18,4,0,0,0,0,0.00
20260531_F-G_03,2026-05-31,日,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,島本 浩也,2,救援,H,15,3,1,3,1,0,0,0,0,0.00
20260531_F-G_03,2026-05-31,日,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,田中 正義,3,救援,H,26,5,1,3,2,0,0,0,0,0.00
20260531_F-G_03,2026-05-31,日,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,柳川 大晟,4,救援,S,11,3,1,3,1,0,0,0,0,0.00
20260530_B-D_02,2026-05-30,土,セ・パ交流戦,ホーム,オリックス・バファローズ,中日ドラゴンズ,田嶋 大樹,1,先発,勝,79,22,6,18,4,0,0,1,1,1.50
20260530_B-D_02,2026-05-30,土,セ・パ交流戦,ホーム,オリックス・バファローズ,中日ドラゴンズ,寺西 成騎,2,救援,H,11,3,1,3,0,0,0,0,0,0.00
20260530_B-D_02,2026-05-30,土,セ・パ交流戦,ホーム,オリックス・バファローズ,中日ドラゴンズ,椋木 蓮,3,救援,H,13,3,1,3,2,0,0,0,0,0.00
20260530_B-D_02,2026-05-30,土,セ・パ交流戦,ホーム,オリックス・バファローズ,中日ドラゴンズ,Ａ．マチャド,4,救援,S,17,3,1,3,3,0,0,0,0,0.00
20260530_L-DB_02,2026-05-30,土,セ・パ交流戦,ビジター,横浜DeNAベイスターズ,埼玉西武ライオンズ,武田 陸玖,1,先発,敗,73,13,2,6,1,0,0,2,1,4.50
20260530_L-DB_02,2026-05-30,土,セ・パ交流戦,ビジター,横浜DeNAベイスターズ,埼玉西武ライオンズ,若松 尚輝,2,救援,,57,16,3,9,1,0,0,3,3,9.00
20260530_L-DB_02,2026-05-30,土,セ・パ交流戦,ビジター,横浜DeNAベイスターズ,埼玉西武ライオンズ,Ｊ．ルイーズ,3,救援,,16,5,1,3,0,0,0,1,1,9.00
20260530_L-DB_02,2026-05-30,土,セ・パ交流戦,ビジター,横浜DeNAベイスターズ,埼玉西武ライオンズ,岩田 将貴,4,救援,,13,4,1,3,0,0,0,0,0,0.00
20260530_L-DB_02,2026-05-30,土,セ・パ交流戦,ビジター,横浜DeNAベイスターズ,埼玉西武ライオンズ,宮城 滝太,5,救援,,20,5,1,3,1,0,0,0,0,0.00
20260530_H-C_02,2026-05-30,土,セ・パ交流戦,ビジター,広島東洋カープ,福岡ソフトバンクホークス,森下 暢仁,1,先発,,110,26,5,15,8,0,0,2,2,3.60
20260530_H-C_02,2026-05-30,土,セ・パ交流戦,ビジター,広島東洋カープ,福岡ソフトバンクホークス,塹江 敦哉,2,救援,敗,21,6,1,3,0,0,0,2,2,18.00
20260530_H-C_02,2026-05-30,土,セ・パ交流戦,ビジター,広島東洋カープ,福岡ソフトバンクホークス,益田 武尚,3,救援,,20,4,1,3,2,0,0,0,0,0.00
20260530_H-C_02,2026-05-30,土,セ・パ交流戦,ビジター,広島東洋カープ,福岡ソフトバンクホークス,辻 大雅,4,救援,,16,3,1,3,2,0,0,0,0,0.00
20260530_M-T_02,2026-05-30,土,セ・パ交流戦,ビジター,阪神タイガース,千葉ロッテマリーンズ,村上 頌樹,1,先発,勝,117,32,7.1,22,6,0,0,3,2,2.45
20260530_M-T_02,2026-05-30,土,セ・パ交流戦,ビジター,阪神タイガース,千葉ロッテマリーンズ,岩崎 優,2,救援,H,10,2,0.2,2,2,0,0,0,0,0.00
20260530_M-T_02,2026-05-30,土,セ・パ交流戦,ビジター,阪神タイガース,千葉ロッテマリーンズ,Ｒ．ドリス,3,救援,S,11,3,1,3,0,0,0,0,0,0.00
20260530_L-DB_02,2026-05-30,土,セ・パ交流戦,ホーム,埼玉西武ライオンズ,横浜DeNAベイスターズ,隅田 知一郎,1,先発,勝,113,34,9,27,9,0,0,0,0,0.00
20260530_M-T_02,2026-05-30,土,セ・パ交流戦,ホーム,千葉ロッテマリーンズ,阪神タイガース,唐川 侑己,1,先発,敗,74,21,5,15,4,0,0,4,4,7.20
20260530_M-T_02,2026-05-30,土,セ・パ交流戦,ホーム,千葉ロッテマリーンズ,阪神タイガース,八木 彬,2,救援,,37,8,2.1,7,3,0,0,0,0,0.00
20260530_M-T_02,2026-05-30,土,セ・パ交流戦,ホーム,千葉ロッテマリーンズ,阪神タイガース,高野 脩汰,3,救援,,20,7,1.2,5,0,0,0,0,0,0.00
20260530_B-D_02,2026-05-30,土,セ・パ交流戦,ビジター,中日ドラゴンズ,オリックス・バファローズ,大野 雄大,1,先発,敗,103,34,8,24,3,0,0,3,3,3.38
20260530_E-S_02,2026-05-30,土,セ・パ交流戦,ビジター,東京ヤクルトスワローズ,東北楽天ゴールデンイーグルス,高梨 裕稔,1,先発,勝,114,27,7,21,7,0,0,4,4,5.14
20260530_E-S_02,2026-05-30,土,セ・パ交流戦,ビジター,東京ヤクルトスワローズ,東北楽天ゴールデンイーグルス,丸山 翔大,2,救援,,16,3,1,3,0,0,0,0,0,0.00
20260530_E-S_02,2026-05-30,土,セ・パ交流戦,ビジター,東京ヤクルトスワローズ,東北楽天ゴールデンイーグルス,Ｊ．キハダ,3,救援,,34,9,1,3,2,0,0,3,1,9.00
20260530_E-S_02,2026-05-30,土,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,早川 隆久,1,先発,敗,82,24,5,15,4,0,0,5,5,9.00
20260530_E-S_02,2026-05-30,土,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,西垣 雅矢,2,救援,,11,3,1,3,2,0,0,0,0,0.00
20260530_E-S_02,2026-05-30,土,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,鈴木 翔天,3,救援,,19,5,1,3,1,0,0,2,2,18.00
20260530_E-S_02,2026-05-30,土,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,加治屋 蓮,4,救援,,14,5,1,3,1,1,0,1,1,9.00
20260530_E-S_02,2026-05-30,土,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,九谷 瑠,5,救援,,21,5,1,3,2,0,0,0,0,0.00
20260530_F-G_02,2026-05-30,土,セ・パ交流戦,ビジター,読売ジャイアンツ,北海道日本ハムファイターズ,西舘 勇陽,1,先発,勝,105,25,6,18,8,0,0,0,0,0.00
20260530_F-G_02,2026-05-30,土,セ・パ交流戦,ビジター,読売ジャイアンツ,北海道日本ハムファイターズ,高梨 雄平,2,救援,,13,3,0.1,1,0,0,0,1,1,27.00
20260530_F-G_02,2026-05-30,土,セ・パ交流戦,ビジター,読売ジャイアンツ,北海道日本ハムファイターズ,田中 瑛斗,3,救援,H,11,3,0.2,2,1,0,0,0,0,0.00
20260530_F-G_02,2026-05-30,土,セ・パ交流戦,ビジター,読売ジャイアンツ,北海道日本ハムファイターズ,大勢,4,救援,H,10,4,1,3,1,0,0,1,1,9.00
20260530_F-G_02,2026-05-30,土,セ・パ交流戦,ビジター,読売ジャイアンツ,北海道日本ハムファイターズ,Ｒ．マルティネス,5,救援,S,26,6,1,3,0,0,0,1,1,9.00
20260530_H-C_02,2026-05-30,土,セ・パ交流戦,ホーム,福岡ソフトバンクホークス,広島東洋カープ,前田 純,1,先発,,94,20,5,15,4,0,0,2,2,3.60
20260530_H-C_02,2026-05-30,土,セ・パ交流戦,ホーム,福岡ソフトバンクホークス,広島東洋カープ,木村 光,2,救援,勝,15,3,1,3,0,0,0,0,0,0.00
20260530_H-C_02,2026-05-30,土,セ・パ交流戦,ホーム,福岡ソフトバンクホークス,広島東洋カープ,Ｒ．オスナ,3,救援,H,13,4,1,3,2,0,0,0,0,0.00
20260530_H-C_02,2026-05-30,土,セ・パ交流戦,ホーム,福岡ソフトバンクホークス,広島東洋カープ,松本 裕樹,4,救援,H,9,3,1,3,0,0,0,0,0,0.00
20260530_H-C_02,2026-05-30,土,セ・パ交流戦,ホーム,福岡ソフトバンクホークス,広島東洋カープ,杉山 一樹,5,救援,S,9,3,1,3,2,0,0,0,0,0.00
20260530_F-G_02,2026-05-30,土,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,有原 航平,1,先発,敗,98,27,7,21,7,0,0,4,3,3.86
20260530_F-G_02,2026-05-30,土,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,清水 大暉,2,救援,,30,6,1,3,1,0,0,0,0,0.00
20260530_F-G_02,2026-05-30,土,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,菊地 大稀,3,救援,,21,5,1,3,0,0,0,1,1,9.00
20260529_B-D_01,2026-05-29,金,セ・パ交流戦,ホーム,オリックス・バファローズ,中日ドラゴンズ,Ｓ．ジェリー,1,先発,,94,24,5.2,17,9,0,0,1,1,1.59
20260529_B-D_01,2026-05-29,金,セ・パ交流戦,ホーム,オリックス・バファローズ,中日ドラゴンズ,山﨑 颯一郎,2,救援,H,5,1,0.1,1,0,0,0,0,0,0.00
20260529_B-D_01,2026-05-29,金,セ・パ交流戦,ホーム,オリックス・バファローズ,中日ドラゴンズ,寺西 成騎,3,救援,敗,25,6,0.2,2,1,0,0,2,2,27.00
20260529_B-D_01,2026-05-29,金,セ・パ交流戦,ホーム,オリックス・バファローズ,中日ドラゴンズ,入山 海斗,4,救援,,3,1,0.1,1,0,0,0,0,0,0.00
20260529_B-D_01,2026-05-29,金,セ・パ交流戦,ホーム,オリックス・バファローズ,中日ドラゴンズ,阿部 翔太,5,救援,,22,5,0.2,2,0,0,0,2,2,27.00
20260529_B-D_01,2026-05-29,金,セ・パ交流戦,ホーム,オリックス・バファローズ,中日ドラゴンズ,片山 楽生,6,救援,,6,2,0.1,1,0,0,0,0,0,0.00
20260529_B-D_01,2026-05-29,金,セ・パ交流戦,ホーム,オリックス・バファローズ,中日ドラゴンズ,権田 琉成,7,救援,,19,3,1,3,2,0,0,0,0,0.00
20260529_L-DB_01,2026-05-29,金,セ・パ交流戦,ビジター,横浜DeNAベイスターズ,埼玉西武ライオンズ,島田 舜也,1,先発,敗,70,23,4,12,1,0,0,7,7,15.75
20260529_L-DB_01,2026-05-29,金,セ・パ交流戦,ビジター,横浜DeNAベイスターズ,埼玉西武ライオンズ,坂本 裕哉,2,救援,,23,6,2,6,2,0,0,0,0,0.00
20260529_L-DB_01,2026-05-29,金,セ・パ交流戦,ビジター,横浜DeNAベイスターズ,埼玉西武ライオンズ,吉野 光樹,3,救援,,37,10,1,3,0,0,0,5,5,45.00
20260529_L-DB_01,2026-05-29,金,セ・パ交流戦,ビジター,横浜DeNAベイスターズ,埼玉西武ライオンズ,岩田 将貴,4,救援,,21,5,1,3,0,0,0,1,1,9.00
20260529_H-C_01,2026-05-29,金,セ・パ交流戦,ビジター,広島東洋カープ,福岡ソフトバンクホークス,玉村 昇悟,1,先発,敗,109,30,7,21,4,0,0,2,2,2.57
20260529_H-C_01,2026-05-29,金,セ・パ交流戦,ビジター,広島東洋カープ,福岡ソフトバンクホークス,辻 大雅,2,救援,,13,3,1,3,0,0,0,0,0,0.00
20260529_M-T_01,2026-05-29,金,セ・パ交流戦,ビジター,阪神タイガース,千葉ロッテマリーンズ,髙橋 遥人,1,先発,勝,106,28,8,24,6,0,0,0,0,0.00
20260529_M-T_01,2026-05-29,金,セ・パ交流戦,ビジター,阪神タイガース,千葉ロッテマリーンズ,Ｒ．ドリス,2,救援,S,19,5,1,3,0,0,0,0,0,0.00
20260529_L-DB_01,2026-05-29,金,セ・パ交流戦,ホーム,埼玉西武ライオンズ,横浜DeNAベイスターズ,髙橋 光成,1,先発,勝,120,32,7.2,23,6,0,0,4,3,3.52
20260529_L-DB_01,2026-05-29,金,セ・パ交流戦,ホーム,埼玉西武ライオンズ,横浜DeNAベイスターズ,上田 大河,2,救援,,24,6,1.1,4,1,0,0,0,0,0.00
20260529_M-T_01,2026-05-29,金,セ・パ交流戦,ホーム,千葉ロッテマリーンズ,阪神タイガース,田中 晴也,1,先発,敗,115,23,6,18,3,0,0,1,1,1.50
20260529_M-T_01,2026-05-29,金,セ・パ交流戦,ホーム,千葉ロッテマリーンズ,阪神タイガース,小野 郁,2,救援,,28,8,2,6,1,0,0,0,0,0.00
20260529_M-T_01,2026-05-29,金,セ・パ交流戦,ホーム,千葉ロッテマリーンズ,阪神タイガース,益田 直也,3,救援,,11,4,1,3,1,0,0,0,0,0.00
20260529_B-D_01,2026-05-29,金,セ・パ交流戦,ビジター,中日ドラゴンズ,オリックス・バファローズ,柳 裕也,1,先発,勝,113,23,6,18,4,0,0,1,1,1.50
20260529_B-D_01,2026-05-29,金,セ・パ交流戦,ビジター,中日ドラゴンズ,オリックス・バファローズ,橋本 侑樹,2,救援,H,7,3,1,3,0,0,0,0,0,0.00
20260529_B-D_01,2026-05-29,金,セ・パ交流戦,ビジター,中日ドラゴンズ,オリックス・バファローズ,吉田 聖弥,3,救援,,18,3,1,3,1,0,0,0,0,0.00
20260529_B-D_01,2026-05-29,金,セ・パ交流戦,ビジター,中日ドラゴンズ,オリックス・バファローズ,藤嶋 健人,4,救援,,13,4,1,3,0,0,0,0,0,0.00
20260529_E-S_01,2026-05-29,金,セ・パ交流戦,ビジター,東京ヤクルトスワローズ,東北楽天ゴールデンイーグルス,山野 太一,1,先発,勝,100,27,6+,18,6,0,0,1,1,1.50
20260529_E-S_01,2026-05-29,金,セ・パ交流戦,ビジター,東京ヤクルトスワローズ,東北楽天ゴールデンイーグルス,清水 昇,2,救援,,11,3,1,3,2,0,0,0,0,0.00
20260529_E-S_01,2026-05-29,金,セ・パ交流戦,ビジター,東京ヤクルトスワローズ,東北楽天ゴールデンイーグルス,星 知弥,3,救援,,14,3,1,3,0,0,0,0,0,0.00
20260529_E-S_01,2026-05-29,金,セ・パ交流戦,ビジター,東京ヤクルトスワローズ,東北楽天ゴールデンイーグルス,廣澤 優,4,救援,,19,4,1,3,2,0,0,1,1,9.00
20260529_E-S_01,2026-05-29,金,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,岸 孝之,1,先発,敗,86,22,5,15,7,0,0,3,3,5.40
20260529_E-S_01,2026-05-29,金,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,柴田 大地,2,救援,,10,3,1,3,1,0,0,0,0,0.00
20260529_E-S_01,2026-05-29,金,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,津留﨑 大成,3,救援,,23,6,0.2,2,1,0,0,2,2,27.00
20260529_E-S_01,2026-05-29,金,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,渡辺 翔太,4,救援,,11,4,1.1,4,0,0,0,0,0,0.00
20260529_E-S_01,2026-05-29,金,セ・パ交流戦,ホーム,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,古賀 康誠,5,救援,,27,6,1,3,1,0,0,2,2,18.00
20260529_F-G_01,2026-05-29,金,セ・パ交流戦,ビジター,読売ジャイアンツ,北海道日本ハムファイターズ,井上 温大,1,先発,勝,86,20,5,15,3,0,0,2,2,3.60
20260529_F-G_01,2026-05-29,金,セ・パ交流戦,ビジター,読売ジャイアンツ,北海道日本ハムファイターズ,田中 瑛斗,2,救援,H,20,3,1,3,1,0,0,0,0,0.00
20260529_F-G_01,2026-05-29,金,セ・パ交流戦,ビジター,読売ジャイアンツ,北海道日本ハムファイターズ,船迫 大雅,3,救援,H,17,3,1,3,0,0,0,0,0,0.00
20260529_F-G_01,2026-05-29,金,セ・パ交流戦,ビジター,読売ジャイアンツ,北海道日本ハムファイターズ,大勢,4,救援,H,12,3,1,3,2,0,0,0,0,0.00
20260529_F-G_01,2026-05-29,金,セ・パ交流戦,ビジター,読売ジャイアンツ,北海道日本ハムファイターズ,Ｒ．マルティネス,5,救援,S,15,4,1,3,2,0,0,0,0,0.00
20260529_H-C_01,2026-05-29,金,セ・パ交流戦,ホーム,福岡ソフトバンクホークス,広島東洋カープ,大関 友久,1,先発,勝,112,30,9,27,5,0,0,0,0,0.00
20260529_F-G_01,2026-05-29,金,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,達 孝太,1,先発,敗,109,27,5.2,17,3,0,0,4,4,6.35
20260529_F-G_01,2026-05-29,金,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,河野 竜生,2,救援,,7,1,0.1,1,1,0,1,0,0,0.00
20260529_F-G_01,2026-05-29,金,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,菊地 大稀,3,救援,,13,3,1,3,1,0,0,0,0,0.00
20260529_F-G_01,2026-05-29,金,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,福谷 浩司,4,救援,,12,3,1,3,1,0,0,0,0,0.00
20260529_F-G_01,2026-05-29,金,セ・パ交流戦,ホーム,北海道日本ハムファイターズ,読売ジャイアンツ,山本 拓実,5,救援,,16,3,1,3,1,0,0,0,0,0.00
20260528_DB-B_03,2026-05-28,木,セ・パ交流戦,ビジター,オリックス・バファローズ,横浜DeNAベイスターズ,Ａ．エスピノーザ,1,先発,,97,23,6,18,7,0,0,0,0,0.00
20260528_DB-B_03,2026-05-28,木,セ・パ交流戦,ビジター,オリックス・バファローズ,横浜DeNAベイスターズ,吉田 輝星,2,救援,敗,21,6,1,3,1,0,0,3,3,27.00
20260528_DB-B_03,2026-05-28,木,セ・パ交流戦,ビジター,オリックス・バファローズ,横浜DeNAベイスターズ,博志,3,救援,,15,4,1,3,0,0,0,0,0,0.00
20260528_DB-B_03,2026-05-28,木,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,東 克樹,1,先発,勝,87,25,7,21,4,1,0,1,1,1.29
20260528_DB-B_03,2026-05-28,木,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,Ｓ．レイノルズ,2,救援,H,16,5,1,3,2,0,0,0,0,0.00
20260528_DB-B_03,2026-05-28,木,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,山﨑 康晃,3,救援,S,25,4,1,3,0,0,0,0,0,0.00
20260528_C-M_03,2026-05-28,木,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,鈴木 健矢,1,先発,敗,47,16,4,12,1,0,0,3,3,6.75
20260528_C-M_03,2026-05-28,木,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,益田 武尚,2,救援,,14,5,1,3,0,0,0,1,1,9.00
20260528_C-M_03,2026-05-28,木,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,塹江 敦哉,3,救援,,28,7,2,6,3,0,0,0,0,0.00
20260528_C-M_03,2026-05-28,木,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,中﨑 翔太,4,救援,,15,4,1,3,0,0,0,0,0,0.00
20260528_C-M_03,2026-05-28,木,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,森浦 大輔,5,救援,,21,5,0.2,2,0,0,0,2,2,27.00
20260528_C-M_03,2026-05-28,木,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,赤木 晴哉,6,救援,,4,2,0.1,1,0,0,0,0,0,0.00
20260528_T-F_03,2026-05-28,木,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,木下 里都,1,先発,敗,90,19,4,12,2,0,0,3,3,6.75
20260528_T-F_03,2026-05-28,木,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,湯浅 京己,2,救援,,14,3,1,3,0,0,0,0,0,0.00
20260528_T-F_03,2026-05-28,木,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,門別 啓人,3,救援,,24,7,2,6,1,0,0,0,0,0.00
20260528_T-F_03,2026-05-28,木,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,Ｄ．モレッタ,4,救援,,10,3,1,3,2,0,0,0,0,0.00
20260528_T-F_03,2026-05-28,木,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,工藤 泰成,5,救援,,18,5,1,3,0,0,0,1,1,9.00
20260528_S-L_03,2026-05-28,木,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,武内 夏暉,1,先発,勝,100,23,6,18,6,1,0,0,0,0.00
20260528_S-L_03,2026-05-28,木,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,佐藤 隼輔,2,救援,H,12,4,1,3,0,0,0,0,0,0.00
20260528_S-L_03,2026-05-28,木,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,甲斐野 央,3,救援,H,8,3,1,3,0,0,0,0,0,0.00
20260528_S-L_03,2026-05-28,木,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,豆田 泰志,4,救援,,16,4,1,3,1,0,0,0,0,0.00
20260528_C-M_03,2026-05-28,木,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,廣池 康志郎,1,先発,勝,85,24,6,18,6,0,0,2,1,1.50
20260528_C-M_03,2026-05-28,木,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,八木 彬,2,救援,H,24,5,0.1,1,0,0,0,1,1,27.00
20260528_C-M_03,2026-05-28,木,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,澤田 圭佑,3,救援,H,2,2,0.2,2,0,0,0,0,0,0.00
20260528_C-M_03,2026-05-28,木,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,中森 俊介,4,救援,H,14,3,1,3,2,0,0,0,0,0.00
20260528_C-M_03,2026-05-28,木,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,横山 陸人,5,救援,S,18,4,1,3,0,0,0,0,0,0.00
20260528_D-E_03,2026-05-28,木,セ・パ交流戦,ホーム,中日ドラゴンズ,東北楽天ゴールデンイーグルス,金丸 夢斗,1,先発,勝,114,31,8,24,7,0,0,1,1,1.13
20260528_D-E_03,2026-05-28,木,セ・パ交流戦,ホーム,中日ドラゴンズ,東北楽天ゴールデンイーグルス,松山 晋也,2,救援,S,15,3,1,3,2,0,0,0,0,0.00
20260528_S-L_03,2026-05-28,木,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,小川 泰弘,1,先発,敗,103,27,7,21,6,0,0,3,3,3.86
20260528_S-L_03,2026-05-28,木,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,大道 温貴,2,救援,,42,12,1.2,5,1,1,0,5,3,16.20
20260528_S-L_03,2026-05-28,木,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,阪口 皓亮,3,救援,,11,3,0.1,1,0,0,0,0,0,0.00
20260528_D-E_03,2026-05-28,木,セ・パ交流戦,ビジター,東北楽天ゴールデンイーグルス,中日ドラゴンズ,瀧中 瞭太,1,先発,,90,22,6,18,8,0,0,0,0,0.00
20260528_D-E_03,2026-05-28,木,セ・パ交流戦,ビジター,東北楽天ゴールデンイーグルス,中日ドラゴンズ,加治屋 蓮,2,救援,H,9,3,1,3,0,0,0,0,0,0.00
20260528_D-E_03,2026-05-28,木,セ・パ交流戦,ビジター,東北楽天ゴールデンイーグルス,中日ドラゴンズ,鈴木 翔天,3,救援,敗,15,3,0.1,1,0,0,0,2,2,54.00
20260528_D-E_03,2026-05-28,木,セ・パ交流戦,ビジター,東北楽天ゴールデンイーグルス,中日ドラゴンズ,西垣 雅矢,4,救援,,14,3,0.2,2,1,0,0,0,0,0.00
20260528_G-H_03,2026-05-28,木,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,田中 将大,1,先発,,83,22,5,15,5,0,0,3,3,5.40
20260528_G-H_03,2026-05-28,木,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,赤星 優志,2,救援,敗,23,6,1,3,2,0,0,2,2,18.00
20260528_G-H_03,2026-05-28,木,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,中川 皓太,3,救援,,33,7,0.2,2,0,0,0,3,3,40.50
20260528_G-H_03,2026-05-28,木,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,田和 廉,4,救援,,17,4,1.1,4,1,0,0,0,0,0.00
20260528_G-H_03,2026-05-28,木,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,宮原 駿介,5,救援,,13,4,1,3,1,0,0,0,0,0.00
20260528_G-H_03,2026-05-28,木,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,Ｃ．スチュワート・ジュニア,1,先発,勝,85,23,5,15,3,1,0,4,4,7.20
20260528_G-H_03,2026-05-28,木,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,Ｄ．ヘルナンデス,2,救援,H,6,4,1,3,0,0,0,0,0,0.00
20260528_G-H_03,2026-05-28,木,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,Ｒ．オスナ,3,救援,,10,3,1,3,0,0,0,0,0,0.00
20260528_G-H_03,2026-05-28,木,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,松本 裕樹,4,救援,,12,3,1,3,2,0,0,0,0,0.00
20260528_G-H_03,2026-05-28,木,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,杉山 一樹,5,救援,,14,3,1,3,3,0,0,0,0,0.00
20260528_T-F_03,2026-05-28,木,セ・パ交流戦,ビジター,北海道日本ハムファイターズ,阪神タイガース,福島 蓮,1,先発,勝,100,26,7,21,7,0,0,1,1,1.29
