試合ID,試合日,曜日,リーグ区分,ホーム/ビジター,球団,対戦球団,投手フルネーム,登板順,登板区分,結果,投球数,打者,投球回,投球回(アウト),奪三振,暴投,ボーク,失点,自責点,試合防御率
20260401_T-DB_02,2026-04-01,水,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,Ａ．コックス,1,先発,勝,86,22,6,18,7,0,0,1,1,1.50
20260401_T-DB_02,2026-04-01,水,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,伊勢 大夢,2,救援,H,24,6,1,3,1,0,0,0,0,0.00
20260401_T-DB_02,2026-04-01,水,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,Ｓ．レイノルズ,3,救援,H,19,5,1,3,1,0,0,0,0,0.00
20260401_T-DB_02,2026-04-01,水,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,山﨑 康晃,4,救援,S,17,3,1,3,1,0,0,0,0,0.00
20260401_T-DB_02,2026-04-01,水,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,Ｅ．ルーカス,1,先発,敗,106,22,4.2,14,6,0,0,4,4,7.71
20260401_T-DB_02,2026-04-01,水,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,木下 里都,2,救援,,3,1,0.1,1,0,0,0,0,0,0.00
20260401_T-DB_02,2026-04-01,水,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,石黒 佑弥,3,救援,,30,7,2,6,4,0,0,0,0,0.00
20260401_T-DB_02,2026-04-01,水,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,湯浅 京己,4,救援,,16,3,1,3,1,0,0,0,0,0.00
20260401_T-DB_02,2026-04-01,水,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,Ｄ．モレッタ,5,救援,,18,3,1,3,3,0,0,0,0,0.00
20260401_L-B_02,2026-04-01,水,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,髙橋 光成,1,先発,敗,99,26,6,18,4,0,0,4,0,0.00
20260401_L-B_02,2026-04-01,水,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,浜屋 将太,2,救援,,9,3,1,3,0,0,0,0,0,0.00
20260401_L-B_02,2026-04-01,水,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,冨士 大和,3,救援,,40,9,2,6,3,0,0,0,0,0.00
20260401_F-M_02,2026-04-01,水,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,北海道日本ハムファイターズ,Ａ．ジャクソン,1,先発,勝,89,19,5,15,5,0,0,0,0,0.00
20260401_F-M_02,2026-04-01,水,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,北海道日本ハムファイターズ,高野 脩汰,2,救援,,26,5,1,3,2,0,0,2,2,18.00
20260401_F-M_02,2026-04-01,水,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,北海道日本ハムファイターズ,Ｓ．ロング,3,救援,H,20,3,1,3,1,0,0,0,0,0.00
20260401_F-M_02,2026-04-01,水,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,北海道日本ハムファイターズ,鈴木 昭汰,4,救援,H,21,6,1,3,3,0,0,0,0,0.00
20260401_F-M_02,2026-04-01,水,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,北海道日本ハムファイターズ,横山 陸人,5,救援,S,7,3,1,3,0,0,0,0,0,0.00
20260401_D-G_02,2026-04-01,水,セ・リーグ公式戦,ホーム,中日ドラゴンズ,読売ジャイアンツ,中西 聖輝,1,先発,敗,99,25,5.1,16,6,0,0,4,4,6.75
20260401_D-G_02,2026-04-01,水,セ・リーグ公式戦,ホーム,中日ドラゴンズ,読売ジャイアンツ,近藤 廉,2,救援,,5,1,0.2,2,0,0,0,0,0,0.00
20260401_D-G_02,2026-04-01,水,セ・リーグ公式戦,ホーム,中日ドラゴンズ,読売ジャイアンツ,梅野 雄吾,3,救援,,21,6,1,3,2,0,0,2,2,18.00
20260401_D-G_02,2026-04-01,水,セ・リーグ公式戦,ホーム,中日ドラゴンズ,読売ジャイアンツ,橋本 侑樹,4,救援,,17,5,1,3,1,0,0,0,0,0.00
20260401_D-G_02,2026-04-01,水,セ・リーグ公式戦,ホーム,中日ドラゴンズ,読売ジャイアンツ,勝野 昌慶,5,救援,,14,3,1,3,3,0,0,0,0,0.00
20260401_E-H_02,2026-04-01,水,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,古謝 樹,1,先発,敗,95,27,5.1,16,4,0,0,5,5,8.44
20260401_E-H_02,2026-04-01,水,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,宋 家豪,2,救援,,8,3,0.2,2,0,0,0,1,1,13.50
20260401_E-H_02,2026-04-01,水,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,田中 千晴,3,救援,,13,4,1,3,2,0,0,0,0,0.00
20260401_E-H_02,2026-04-01,水,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,九谷 瑠,4,救援,,42,8,2,6,1,0,0,0,0,0.00
20260401_D-G_02,2026-04-01,水,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,田中 将大,1,先発,勝,94,24,5.2,17,4,0,0,2,2,3.18
20260401_D-G_02,2026-04-01,水,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,赤星 優志,2,救援,H,4,1,0.1,1,0,0,0,0,0,0.00
20260401_D-G_02,2026-04-01,水,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,北浦 竜次,3,救援,,20,5,0.2,2,0,0,0,3,3,40.50
20260401_D-G_02,2026-04-01,水,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,Ｅ．ルシアーノ,4,救援,H,6,1,0.1,1,0,0,0,0,0,0.00
20260401_D-G_02,2026-04-01,水,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,田中 瑛斗,5,救援,H,8,3,1,3,1,0,0,0,0,0.00
20260401_D-G_02,2026-04-01,水,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,大勢,6,救援,S,15,3,1,3,2,0,0,0,0,0.00
20260401_E-H_02,2026-04-01,水,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,徐 若熙,1,先発,勝,86,20,6,18,6,0,0,0,0,0.00
20260401_E-H_02,2026-04-01,水,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,木村 光,2,救援,,10,3,1,3,1,0,0,0,0,0.00
20260401_E-H_02,2026-04-01,水,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,伊藤 優輔,3,救援,,20,5,1,3,2,0,0,0,0,0.00
20260401_E-H_02,2026-04-01,水,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,稲川 竜汰,4,救援,,20,4,0.2,2,0,2,0,1,1,13.50
20260401_E-H_02,2026-04-01,水,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,上茶谷 大河,5,救援,,2,1,0.1,1,0,0,0,0,0,0.00
20260401_F-M_02,2026-04-01,水,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,千葉ロッテマリーンズ,北山 亘基,1,先発,敗,100,22,5.2,17,6,0,1,4,4,6.35
20260401_F-M_02,2026-04-01,水,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,千葉ロッテマリーンズ,山﨑 福也,2,救援,,5,2,0.1,1,0,0,0,0,0,0.00
20260401_F-M_02,2026-04-01,水,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,千葉ロッテマリーンズ,池田 隆英,3,救援,,20,3,0.2,2,1,0,0,0,0,0.00
20260401_F-M_02,2026-04-01,水,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,千葉ロッテマリーンズ,島本 浩也,4,救援,,13,3,0.1,1,0,0,0,0,0,0.00
20260401_F-M_02,2026-04-01,水,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,千葉ロッテマリーンズ,田中 正義,5,救援,,7,3,1,3,1,0,0,0,0,0.00
20260401_F-M_02,2026-04-01,水,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,千葉ロッテマリーンズ,柳川 大晟,6,救援,,12,3,1,3,2,0,0,0,0,0.00
20260331_L-B_01,2026-03-31,火,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,髙島 泰都,1,先発,,76,19,4,12,2,0,1,3,3,6.75
20260331_L-B_01,2026-03-31,火,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,山﨑 颯一郎,2,救援,H,12,3,1,3,2,0,0,0,0,0.00
20260331_L-B_01,2026-03-31,火,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,古田島 成龍,3,救援,H,19,3,1,3,2,0,0,0,0,0.00
20260331_L-B_01,2026-03-31,火,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,椋木 蓮,4,救援,H,10,3,1,3,0,0,0,0,0,0.00
20260331_L-B_01,2026-03-31,火,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,Ｌ．ペルドモ,5,救援,敗,14,4,0.1,1,1,0,0,2,2,54.00
20260331_L-B_01,2026-03-31,火,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,東松 快征,6,救援,,14,3,0.2,2,1,0,0,0,0,0.00
20260331_T-DB_01,2026-03-31,火,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,Ｊ．デュプランティエ,1,先発,敗,84,21,5,15,4,0,0,2,2,3.60
20260331_T-DB_01,2026-03-31,火,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,坂本 裕哉,2,救援,,18,6,1,3,0,0,0,2,2,18.00
20260331_T-DB_01,2026-03-31,火,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,Ｈ．マルセリーノ,3,救援,,16,4,1,3,1,0,0,0,0,0.00
20260331_T-DB_01,2026-03-31,火,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,橋本 達弥,4,救援,,22,5,1,3,1,0,0,0,0,0.00
20260331_S-C_01,2026-03-31,火,セ・リーグ公式戦,ビジター,広島東洋カープ,東京ヤクルトスワローズ,森下 暢仁,1,先発,敗,70,18,4,12,5,0,0,3,2,4.50
20260331_S-C_01,2026-03-31,火,セ・リーグ公式戦,ビジター,広島東洋カープ,東京ヤクルトスワローズ,鈴木 健矢,2,救援,,22,8,1,3,1,0,0,3,3,27.00
20260331_S-C_01,2026-03-31,火,セ・リーグ公式戦,ビジター,広島東洋カープ,東京ヤクルトスワローズ,辻 大雅,3,救援,,20,4,1,3,0,0,0,0,0,0.00
20260331_S-C_01,2026-03-31,火,セ・リーグ公式戦,ビジター,広島東洋カープ,東京ヤクルトスワローズ,島内 颯太郎,4,救援,,18,5,1,3,1,0,0,0,0,0.00
20260331_S-C_01,2026-03-31,火,セ・リーグ公式戦,ビジター,広島東洋カープ,東京ヤクルトスワローズ,益田 武尚,5,救援,,29,8,1,3,1,0,0,2,2,18.00
20260331_T-DB_01,2026-03-31,火,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,才木 浩人,1,先発,勝,111,24,6,18,5,0,0,1,1,1.50
20260331_T-DB_01,2026-03-31,火,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,桐敷 拓馬,2,救援,H,18,5,1,3,0,0,0,0,0,0.00
20260331_T-DB_01,2026-03-31,火,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,Ｒ．ドリス,3,救援,H,20,5,1,3,2,1,0,0,0,0.00
20260331_T-DB_01,2026-03-31,火,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,岩崎 優,4,救援,S,20,5,1,3,2,0,0,0,0,0.00
20260331_L-B_01,2026-03-31,火,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,隅田 知一郎,1,先発,,109,24,5,15,4,0,0,3,3,5.40
20260331_L-B_01,2026-03-31,火,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,篠原 響,2,救援,H,12,3,1,3,2,0,0,0,0,0.00
20260331_L-B_01,2026-03-31,火,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,甲斐野 央,3,救援,H,16,3,1,3,1,0,0,0,0,0.00
20260331_L-B_01,2026-03-31,火,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,Ｅ．ラミレス,4,救援,勝,16,4,1,3,0,0,0,0,0,0.00
20260331_L-B_01,2026-03-31,火,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,岩城 颯空,5,救援,S,15,5,1,3,1,0,0,0,0,0.00
20260331_F-M_01,2026-03-31,火,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,北海道日本ハムファイターズ,木村 優人,1,先発,敗,103,27,6,18,4,0,0,7,6,9.00
20260331_F-M_01,2026-03-31,火,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,北海道日本ハムファイターズ,廣畑 敦也,2,救援,,36,9,2,6,2,0,0,2,2,9.00
20260331_D-G_01,2026-03-31,火,セ・リーグ公式戦,ホーム,中日ドラゴンズ,読売ジャイアンツ,金丸 夢斗,1,先発,,101,23,6,18,7,0,0,2,2,3.00
20260331_D-G_01,2026-03-31,火,セ・リーグ公式戦,ホーム,中日ドラゴンズ,読売ジャイアンツ,橋本 侑樹,2,救援,H,18,4,1,3,1,0,0,0,0,0.00
20260331_D-G_01,2026-03-31,火,セ・リーグ公式戦,ホーム,中日ドラゴンズ,読売ジャイアンツ,Ｈ．メヒア,3,救援,H,6,3,1,3,0,0,0,0,0,0.00
20260331_D-G_01,2026-03-31,火,セ・リーグ公式戦,ホーム,中日ドラゴンズ,読売ジャイアンツ,藤嶋 健人,4,救援,敗,26,6,1,3,0,0,0,3,3,27.00
20260331_S-C_01,2026-03-31,火,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,広島東洋カープ,小川 泰弘,1,先発,勝,87,24,5.2,17,2,0,0,3,3,4.76
20260331_S-C_01,2026-03-31,火,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,広島東洋カープ,清水 昇,2,救援,,3,2,0.1,1,0,0,0,0,0,0.00
20260331_S-C_01,2026-03-31,火,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,広島東洋カープ,Ｊ．リランソ,3,救援,,13,4,0.2,2,2,0,0,0,0,0.00
20260331_S-C_01,2026-03-31,火,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,広島東洋カープ,大西 広樹,4,救援,H,5,1,0.1,1,0,1,0,0,0,0.00
20260331_S-C_01,2026-03-31,火,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,広島東洋カープ,星 知弥,5,救援,H,16,4,1,3,2,0,0,0,0,0.00
20260331_S-C_01,2026-03-31,火,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,広島東洋カープ,廣澤 優,6,救援,,13,3,1,3,1,0,0,0,0,0.00
20260331_E-H_01,2026-03-31,火,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,前田 健太,1,先発,敗,83,21,4+,12,4,0,0,2,2,4.50
20260331_E-H_01,2026-03-31,火,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,加治屋 蓮,2,救援,,8,3,1,3,0,0,0,0,0,0.00
20260331_E-H_01,2026-03-31,火,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,内 星龍,3,救援,,15,4,1,3,1,0,0,0,0,0.00
20260331_E-H_01,2026-03-31,火,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,田中 千晴,4,救援,,10,3,1,3,2,0,0,0,0,0.00
20260331_E-H_01,2026-03-31,火,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,津留﨑 大成,5,救援,,24,7,1,3,0,1,0,1,1,9.00
20260331_E-H_01,2026-03-31,火,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,九谷 瑠,6,救援,,23,5,1,3,1,0,0,1,1,9.00
20260331_D-G_01,2026-03-31,火,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,Ｆ．ウィットリー,1,先発,,66,20,5,15,4,0,0,2,2,3.60
20260331_D-G_01,2026-03-31,火,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,Ｅ．ルシアーノ,2,救援,H,8,3,1,3,1,0,0,0,0,0.00
20260331_D-G_01,2026-03-31,火,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,船迫 大雅,3,救援,H,21,5,1,3,0,0,0,0,0,0.00
20260331_D-G_01,2026-03-31,火,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,田中 瑛斗,4,救援,勝,13,3,1,3,0,0,0,0,0,0.00
20260331_D-G_01,2026-03-31,火,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,大勢,5,救援,S,14,3,1,3,1,0,0,0,0,0.00
20260331_E-H_01,2026-03-31,火,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,大関 友久,1,先発,勝,103,26,6,18,4,0,0,1,1,1.50
20260331_E-H_01,2026-03-31,火,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,Ｄ．ヘルナンデス,2,救援,H,23,5,1,3,2,0,0,0,0,0.00
20260331_E-H_01,2026-03-31,火,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,松本 裕樹,3,救援,H,18,6,1,3,1,0,0,1,1,9.00
20260331_E-H_01,2026-03-31,火,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,杉山 一樹,4,救援,S,20,4,1,3,3,0,0,0,0,0.00
20260331_F-M_01,2026-03-31,火,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,千葉ロッテマリーンズ,細野 晴希,1,先発,勝,128,29,9,27,12,0,0,0,0,0.00
20260329_B-E_03,2026-03-29,日,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,田嶋 大樹,1,先発,,19,6,1,3,0,0,0,2,2,18.00
20260329_B-E_03,2026-03-29,日,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,横山 楓,2,救援,H,17,5,1,3,2,0,0,0,0,0.00
20260329_B-E_03,2026-03-29,日,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,山﨑 颯一郎,3,救援,勝,26,6,2,6,2,0,0,0,0,0.00
20260329_B-E_03,2026-03-29,日,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,平野 佳寿,4,救援,H,16,4,1,3,1,0,0,1,1,9.00
20260329_B-E_03,2026-03-29,日,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,古田島 成龍,5,救援,H,22,5,1,3,1,1,0,1,1,9.00
20260329_B-E_03,2026-03-29,日,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,Ｌ．ペルドモ,6,救援,H,7,3,1,3,1,0,0,0,0,0.00
20260329_B-E_03,2026-03-29,日,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,椋木 蓮,7,救援,H,14,3,1,3,1,0,0,0,0,0.00
20260329_B-E_03,2026-03-29,日,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,Ａ．マチャド,8,救援,S,11,4,1,3,0,0,0,0,0,0.00
20260329_DB-S_03,2026-03-29,日,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,東京ヤクルトスワローズ,石田 裕太郎,1,先発,敗,103,29,7+,21,9,0,0,4,4,5.14
20260329_DB-S_03,2026-03-29,日,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,東京ヤクルトスワローズ,Ｓ．レイノルズ,2,救援,,23,5,1,3,0,0,0,1,0,0.00
20260329_DB-S_03,2026-03-29,日,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,東京ヤクルトスワローズ,伊勢 大夢,3,救援,,13,3,1,3,1,0,0,0,0,0.00
20260329_C-D_03,2026-03-29,日,セ・リーグ公式戦,ホーム,広島東洋カープ,中日ドラゴンズ,栗林 良吏,1,先発,勝,95,28,9,27,9,0,0,0,0,0.00
