リーグ,チーム,選手名,背番号,ポジション,区分,被打率,被打数,被安打,被本塁打,奪三振,与四球,与死球
パ,北海道日本ハムファイターズ,池田隆英,52,投,対左打者,0.429,14,6,2,4,1,0
パ,北海道日本ハムファイターズ,田中正義,26,投,対右打者,0.24,50,12,1,14,3,2
パ,北海道日本ハムファイターズ,田中正義,26,投,対左打者,0.138,58,8,0,18,3,0
パ,北海道日本ハムファイターズ,島本浩也,40,投,対右打者,0.159,44,7,0,9,4,0
パ,北海道日本ハムファイターズ,島本浩也,40,投,対左打者,0.3,50,15,0,4,5,0
パ,北海道日本ハムファイターズ,畔柳亨丞,46,投,対右打者,0.231,13,3,0,6,3,0
パ,北海道日本ハムファイターズ,畔柳亨丞,46,投,対左打者,0.188,16,3,0,2,2,1
パ,北海道日本ハムファイターズ,福谷浩司,41,投,対右打者,0.346,26,9,3,3,0,0
パ,北海道日本ハムファイターズ,福谷浩司,41,投,対左打者,0.24,25,6,1,3,3,0
パ,北海道日本ハムファイターズ,福島蓮,45,投,対右打者,0.209,110,23,2,30,10,0
パ,北海道日本ハムファイターズ,福島蓮,45,投,対左打者,0.28,107,30,3,27,9,1
パ,北海道日本ハムファイターズ,北山亘基,15,投,対右打者,0.227,141,32,5,34,18,2
パ,北海道日本ハムファイターズ,北山亘基,15,投,対左打者,0.171,205,35,1,58,6,2
パ,北海道日本ハムファイターズ,堀瑞輝,34,投,対右打者,0.3,30,9,1,10,2,0
パ,北海道日本ハムファイターズ,堀瑞輝,34,投,対左打者,0.241,29,7,0,12,4,0
パ,北海道日本ハムファイターズ,柳川大晟,47,投,対右打者,0.14,50,7,0,19,9,0
パ,北海道日本ハムファイターズ,柳川大晟,47,投,対左打者,0.217,60,13,1,17,7,0
パ,北海道日本ハムファイターズ,有原航平,74,投,対右打者,0.315,54,17,2,12,6,1
パ,北海道日本ハムファイターズ,有原航平,74,投,対左打者,0.293,133,39,4,18,10,0
パ,北海道日本ハムファイターズ,齋藤友貴哉,48,投,対右打者,0.333,24,8,0,6,5,0
パ,北海道日本ハムファイターズ,齋藤友貴哉,48,投,対左打者,0.351,37,13,2,4,5,0
