試合ID,試合日,選手名,球団,対戦相手,打順,守備,打席,打数,安打,単打,二塁打,三塁打,本塁打,打点,出塁数
20260801-s-t-14,2026-08-01,ガルシア,阪神タイガース,東京ヤクルトスワローズ,9,打,1,1,0,0,0,0,0,0,0
20260801-s-t-14,2026-08-01,宮本 丈,東京ヤクルトスワローズ,阪神タイガース,8,打,1,1,0,0,0,0,0,0,0
20260801-s-t-14,2026-08-01,髙寺 望夢,阪神タイガース,東京ヤクルトスワローズ,6,左,1,1,0,0,0,0,0,0,0
20260801-s-t-14,2026-08-01,糸原 健斗,阪神タイガース,東京ヤクルトスワローズ,9,打,1,1,0,0,0,0,0,0,0
20260801-s-t-14,2026-08-01,石井 巧,東京ヤクルトスワローズ,阪神タイガース,8,三,1,1,0,0,0,0,0,0,0
20260801-s-t-14,2026-08-01,丸山 和郁,東京ヤクルトスワローズ,阪神タイガース,3,打,1,1,0,0,0,0,0,0,0
20260802-c-d-16,2026-08-02,樋口 正修,中日ドラゴンズ,広島東洋カープ,1,二,5,4,1,1,0,0,0,1,2
20260802-c-d-16,2026-08-02,村松 開人,中日ドラゴンズ,広島東洋カープ,2,遊,5,5,3,2,0,1,0,0,3
20260802-c-d-16,2026-08-02,細川 成也,中日ドラゴンズ,広島東洋カープ,3,左,5,5,2,2,0,0,0,0,2
20260802-c-d-16,2026-08-02,サノー,中日ドラゴンズ,広島東洋カープ,4,一,4,3,1,0,1,0,0,1,1
20260802-c-d-16,2026-08-02,大盛 穂,広島東洋カープ,中日ドラゴンズ,1,中,4,4,1,0,0,0,1,1,1
20260802-c-d-16,2026-08-02,小園 海斗,広島東洋カープ,中日ドラゴンズ,2,遊,4,4,0,0,0,0,0,0,0
20260802-c-d-16,2026-08-02,ファビアン,広島東洋カープ,中日ドラゴンズ,3,左,4,4,1,0,1,0,0,0,1
20260802-c-d-16,2026-08-02,板山 祐太郎,中日ドラゴンズ,広島東洋カープ,5,右,4,4,0,0,0,0,0,0,0
20260802-c-d-16,2026-08-02,石川 昂弥,中日ドラゴンズ,広島東洋カープ,6,三,4,3,1,1,0,0,0,0,2
20260802-c-d-16,2026-08-02,岡林 勇希,中日ドラゴンズ,広島東洋カープ,7,中,4,2,0,0,0,0,0,0,1
20260802-c-d-16,2026-08-02,坂倉 将吾,広島東洋カープ,中日ドラゴンズ,4,一,4,4,3,3,0,0,0,1,3
20260802-c-d-16,2026-08-02,秋山 翔吾,広島東洋カープ,中日ドラゴンズ,5,右,4,4,1,0,0,0,1,2,1
20260802-c-d-16,2026-08-02,佐々木 泰,広島東洋カープ,中日ドラゴンズ,6,三,4,4,2,2,0,0,0,0,2
20260802-c-d-16,2026-08-02,菊池 涼介,広島東洋カープ,中日ドラゴンズ,7,二,4,4,1,1,0,0,0,0,1
20260802-c-d-16,2026-08-02,石原 貴規,広島東洋カープ,中日ドラゴンズ,8,捕,3,3,0,0,0,0,0,0,0
20260802-c-d-16,2026-08-02,石伊 雄太,中日ドラゴンズ,広島東洋カープ,8,捕,4,4,2,0,2,0,0,1,2
20260802-c-d-16,2026-08-02,柳 裕也,中日ドラゴンズ,広島東洋カープ,9,投,2,1,0,0,0,0,0,0,0
20260802-c-d-16,2026-08-02,二俣 翔一,広島東洋カープ,中日ドラゴンズ,9,打,1,1,0,0,0,0,0,0,0
20260802-c-d-16,2026-08-02,鈴木 健矢,広島東洋カープ,中日ドラゴンズ,9,投,1,1,0,0,0,0,0,0,0
20260802-c-d-16,2026-08-02,福永 裕基,中日ドラゴンズ,広島東洋カープ,9,打,1,1,0,0,0,0,0,0,0
20260802-c-d-16,2026-08-02,モンテロ,広島東洋カープ,中日ドラゴンズ,9,打,1,1,1,1,0,0,0,0,1
20260802-c-d-16,2026-08-02,阿部 寿樹,中日ドラゴンズ,広島東洋カープ,9,打,1,1,0,0,0,0,0,0,0
20260802-e-h-17,2026-08-02,正木 智也,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,1,右,5,5,0,0,0,0,0,0,0
20260802-e-h-17,2026-08-02,周東 佑京,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,2,中,5,4,1,0,1,0,0,0,2
20260802-e-h-17,2026-08-02,近藤 健介,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,3,指,5,3,1,1,0,0,0,0,3
20260802-e-h-17,2026-08-02,中島 大輔,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,1,右,5,4,0,0,0,0,0,0,1
20260802-e-h-17,2026-08-02,黒川 史陽,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,2,一,5,5,2,2,0,0,0,0,2
20260802-e-h-17,2026-08-02,辰己 涼介,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,3,中,5,4,2,2,0,0,0,1,3
20260802-e-h-17,2026-08-02,栗原 陵矢,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,4,一,5,3,0,0,0,0,0,1,2
20260802-e-h-17,2026-08-02,柳田 悠岐,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,5,左,4,3,0,0,0,0,0,1,1
20260802-e-h-17,2026-08-02,山本 祐大,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,6,捕,5,3,2,1,0,1,0,2,4
20260802-e-h-17,2026-08-02,牧原 大成,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,7,二,5,5,2,2,0,0,0,1,2
20260802-e-h-17,2026-08-02,マッカスカー,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,4,指,5,5,2,1,0,0,1,1,2
20260802-e-h-17,2026-08-02,村林 一輝,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,5,二,5,4,1,1,0,0,0,1,1
20260802-e-h-17,2026-08-02,YG安田,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,6,捕,4,4,1,1,0,0,0,1,1
20260802-e-h-17,2026-08-02,今宮 健太,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,8,三,4,4,1,0,1,0,0,1,1
20260802-e-h-17,2026-08-02,川瀬 晃,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,9,遊,4,3,1,0,1,0,0,2,2
20260802-e-h-17,2026-08-02,平良 竜哉,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,7,左,4,3,2,1,0,0,1,2,3
20260802-e-h-17,2026-08-02,繁永 晟,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,8,三,3,3,0,0,0,0,0,0,0
20260802-e-h-17,2026-08-02,入江 大樹,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,9,遊,3,2,0,0,0,0,0,0,1
20260802-e-h-17,2026-08-02,宗山 塁,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,8,打,1,1,1,1,0,0,0,0,1
20260802-e-h-17,2026-08-02,渡邊 佳明,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,9,打,1,1,0,0,0,0,0,0,0
20260802-e-h-17,2026-08-02,川村 友斗,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,5,走,1,1,0,0,0,0,0,0,0
20260802-e-h-17,2026-08-02,庄子 雄大,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,8,遊,1,1,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,藤原 恭大,千葉ロッテマリーンズ,北海道日本ハムファイターズ,1,中,4,4,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,西川 史礁,千葉ロッテマリーンズ,北海道日本ハムファイターズ,2,右,4,4,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,上田 希由翔,千葉ロッテマリーンズ,北海道日本ハムファイターズ,3,三,3,3,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,水野 達稀,北海道日本ハムファイターズ,千葉ロッテマリーンズ,1,遊,4,4,1,1,0,0,0,0,1
20260802-f-m-16,2026-08-02,細川 凌平,北海道日本ハムファイターズ,千葉ロッテマリーンズ,2,中,3,3,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,レイエス,北海道日本ハムファイターズ,千葉ロッテマリーンズ,3,指,3,3,1,0,0,0,1,2,1
20260802-f-m-16,2026-08-02,山口 航輝,千葉ロッテマリーンズ,北海道日本ハムファイターズ,4,左,3,3,1,1,0,0,0,0,1
20260802-f-m-16,2026-08-02,佐藤 都志也,千葉ロッテマリーンズ,北海道日本ハムファイターズ,5,捕,3,3,1,1,0,0,0,0,1
20260802-f-m-16,2026-08-02,ソト,千葉ロッテマリーンズ,北海道日本ハムファイターズ,6,指,3,3,1,1,0,0,0,0,1
20260802-f-m-16,2026-08-02,安田 尚憲,千葉ロッテマリーンズ,北海道日本ハムファイターズ,7,一,3,3,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,万波 中正,北海道日本ハムファイターズ,千葉ロッテマリーンズ,4,右,3,3,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,清宮 幸太郎,北海道日本ハムファイターズ,千葉ロッテマリーンズ,5,一,3,2,0,0,0,0,0,0,1
20260802-f-m-16,2026-08-02,野村 佑希,北海道日本ハムファイターズ,千葉ロッテマリーンズ,6,左,3,3,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,有薗 直輝,北海道日本ハムファイターズ,千葉ロッテマリーンズ,7,三,3,3,2,1,1,0,0,1,2
20260802-f-m-16,2026-08-02,上川畑 大悟,北海道日本ハムファイターズ,千葉ロッテマリーンズ,8,二,3,3,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,小川 龍成,千葉ロッテマリーンズ,北海道日本ハムファイターズ,8,二,3,3,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,山﨑 剛,千葉ロッテマリーンズ,北海道日本ハムファイターズ,9,遊,3,3,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,進藤 勇也,北海道日本ハムファイターズ,千葉ロッテマリーンズ,9,捕,3,3,0,0,0,0,0,0,0
20260802-f-m-16,2026-08-02,井上 広大,千葉ロッテマリーンズ,北海道日本ハムファイターズ,3,打,1,1,0,0,0,0,0,0,0
20260802-g-db-16,2026-08-02,勝又 温史,横浜DeNAベイスターズ,読売ジャイアンツ,1,中,4,4,1,1,0,0,0,0,1
20260802-g-db-16,2026-08-02,牧 秀悟,横浜DeNAベイスターズ,読売ジャイアンツ,2,二,4,3,1,0,1,0,0,0,2
20260802-g-db-16,2026-08-02,佐野 恵太,横浜DeNAベイスターズ,読売ジャイアンツ,3,一,4,4,2,2,0,0,0,1,2
20260802-g-db-16,2026-08-02,エンカーナシオン,横浜DeNAベイスターズ,読売ジャイアンツ,4,右,4,3,1,1,0,0,0,1,1
20260802-g-db-16,2026-08-02,浦田 俊輔,読売ジャイアンツ,横浜DeNAベイスターズ,1,二,4,4,0,0,0,0,0,0,0
20260802-g-db-16,2026-08-02,松本 剛,読売ジャイアンツ,横浜DeNAベイスターズ,2,左,4,4,1,1,0,0,0,1,1
20260802-g-db-16,2026-08-02,泉口 友汰,読売ジャイアンツ,横浜DeNAベイスターズ,3,遊,4,4,0,0,0,0,0,0,0
20260802-g-db-16,2026-08-02,宮﨑 敏郎,横浜DeNAベイスターズ,読売ジャイアンツ,5,三,4,4,0,0,0,0,0,0,0
20260802-g-db-16,2026-08-02,度会 隆輝,横浜DeNAベイスターズ,読売ジャイアンツ,6,左,4,4,0,0,0,0,0,0,0
20260802-g-db-16,2026-08-02,松尾 汐恩,横浜DeNAベイスターズ,読売ジャイアンツ,7,捕,4,4,1,1,0,0,0,0,1
20260802-g-db-16,2026-08-02,宮下 朝陽,横浜DeNAベイスターズ,読売ジャイアンツ,8,遊,3,3,0,0,0,0,0,0,0
20260802-g-db-16,2026-08-02,ダルベック,読売ジャイアンツ,横浜DeNAベイスターズ,4,一,4,4,1,0,1,0,0,0,1
20260802-g-db-16,2026-08-02,大城 卓三,読売ジャイアンツ,横浜DeNAベイスターズ,5,捕,4,3,0,0,0,0,0,0,1
20260802-g-db-16,2026-08-02,笹原 操希,読売ジャイアンツ,横浜DeNAベイスターズ,6,右,4,4,1,1,0,0,0,0,1
20260802-g-db-16,2026-08-02,佐々木 俊輔,読売ジャイアンツ,横浜DeNAベイスターズ,7,中,4,3,1,1,0,0,0,0,2
20260802-g-db-16,2026-08-02,深沢 鳳介,横浜DeNAベイスターズ,読売ジャイアンツ,9,投,2,2,0,0,0,0,0,0,0
20260802-g-db-16,2026-08-02,石塚 裕惺,読売ジャイアンツ,横浜DeNAベイスターズ,8,三,4,4,0,0,0,0,0,0,0
20260802-g-db-16,2026-08-02,小笠原 慎之介,読売ジャイアンツ,横浜DeNAベイスターズ,9,投,2,2,2,1,0,1,0,0,2
20260802-g-db-16,2026-08-02,キャベッジ,読売ジャイアンツ,横浜DeNAベイスターズ,9,打,1,1,0,0,0,0,0,0,0
20260802-g-db-16,2026-08-02,林 琢真,横浜DeNAベイスターズ,読売ジャイアンツ,9,打,1,0,0,0,0,0,0,0,1
20260802-l-b-17,2026-08-02,宗 佑磨,オリックス・バファローズ,埼玉西武ライオンズ,1,三,4,4,2,2,0,0,0,0,2
20260802-l-b-17,2026-08-02,西川 龍馬,オリックス・バファローズ,埼玉西武ライオンズ,2,左,4,4,0,0,0,0,0,0,0
20260802-l-b-17,2026-08-02,森 友哉,オリックス・バファローズ,埼玉西武ライオンズ,3,指,4,3,1,1,0,0,0,0,2
20260802-l-b-17,2026-08-02,太田 椋,オリックス・バファローズ,埼玉西武ライオンズ,4,一,4,4,1,1,0,0,0,0,1
20260802-l-b-17,2026-08-02,滝澤 夏央,埼玉西武ライオンズ,オリックス・バファローズ,1,遊,4,3,0,0,0,0,0,0,1
20260802-l-b-17,2026-08-02,蛭間 拓哉,埼玉西武ライオンズ,オリックス・バファローズ,2,左,4,4,3,2,1,0,0,2,3
20260802-l-b-17,2026-08-02,林 安可,埼玉西武ライオンズ,オリックス・バファローズ,3,指,4,4,2,2,0,0,0,1,2
20260802-l-b-17,2026-08-02,ネビン,埼玉西武ライオンズ,オリックス・バファローズ,4,一,4,4,1,1,0,0,0,0,1
20260802-l-b-17,2026-08-02,中川 圭太,オリックス・バファローズ,埼玉西武ライオンズ,5,中,4,3,0,0,0,0,0,0,1
20260802-l-b-17,2026-08-02,山中 稜真,オリックス・バファローズ,埼玉西武ライオンズ,6,右,4,4,1,0,1,0,0,0,1
20260802-l-b-17,2026-08-02,紅林 弘太郎,オリックス・バファローズ,埼玉西武ライオンズ,7,遊,4,3,1,0,1,0,0,1,2
20260802-l-b-17,2026-08-02,野口 智哉,オリックス・バファローズ,埼玉西武ライオンズ,8,二,2,2,0,0,0,0,0,0,0
20260802-l-b-17,2026-08-02,若月 健矢,オリックス・バファローズ,埼玉西武ライオンズ,9,捕,2,2,0,0,0,0,0,0,0
20260802-l-b-17,2026-08-02,小島 大河,埼玉西武ライオンズ,オリックス・バファローズ,5,捕,4,4,2,1,1,0,0,1,2
20260802-l-b-17,2026-08-02,平沢 大河,埼玉西武ライオンズ,オリックス・バファローズ,6,右,4,4,1,1,0,0,0,1,1
20260802-l-b-17,2026-08-02,石井 一成,埼玉西武ライオンズ,オリックス・バファローズ,7,二,4,4,1,1,0,0,0,0,1
20260802-l-b-17,2026-08-02,渡部 聖弥,埼玉西武ライオンズ,オリックス・バファローズ,8,三,4,4,1,0,1,0,0,0,1
20260802-l-b-17,2026-08-02,若林 楽人,西武ライオンズ,埼玉西武ライオンズ,9,中,4,4,1,1,0,0,0,0,1
20260802-l-b-17,2026-08-02,平沼 翔太,オリックス・バファローズ,埼玉西武ライオンズ,8,打,1,1,0,0,0,0,0,0,0
20260802-l-b-17,2026-08-02,来田 涼斗,オリックス・バファローズ,埼玉西武ライオンズ,9,打,1,1,0,0,0,0,0,0,0
20260802-s-t-15,2026-08-02,近本 光司,阪神タイガース,東京ヤクルトスワローズ,1,中,5,5,1,1,0,0,0,0,1
20260802-s-t-15,2026-08-02,髙寺 望夢,阪神タイガース,東京ヤクルトスワローズ,2,二,5,4,0,0,0,0,0,0,1
20260802-s-t-15,2026-08-02,森下 翔太,阪神タイガース,東京ヤクルトスワローズ,3,右,4,4,2,2,0,0,0,0,2
20260802-s-t-15,2026-08-02,佐藤 輝明,阪神タイガース,東京ヤクルトスワローズ,4,三,4,4,1,0,1,0,0,2,1
20260802-s-t-15,2026-08-02,長岡 秀樹,東京ヤクルトスワローズ,阪神タイガース,1,遊,5,4,2,2,0,0,0,1,3
20260802-s-t-15,2026-08-02,岩田 幸宏,東京ヤクルトスワローズ,阪神タイガース,2,中,5,5,2,2,0,0,0,0,2
20260802-s-t-15,2026-08-02,サンタナ,東京ヤクルトスワローズ,阪神タイガース,3,左,3,3,0,0,0,0,0,0,0
20260802-s-t-15,2026-08-02,増田 珠,東京ヤクルトスワローズ,阪神タイガース,4,右,4,4,1,1,0,0,0,1,1
20260802-s-t-15,2026-08-02,赤羽 由紘,東京ヤクルトスワローズ,阪神タイガース,5,三,4,4,0,0,0,0,0,0,0
20260802-s-t-15,2026-08-02,澤井 廉,東京ヤクルトスワローズ,阪神タイガース,6,一,4,4,0,0,0,0,0,0,0
20260802-s-t-15,2026-08-02,大山 悠輔,阪神タイガース,東京ヤクルトスワローズ,5,一,4,3,0,0,0,0,0,0,1
20260802-s-t-15,2026-08-02,前川 右京,阪神タイガース,東京ヤクルトスワローズ,6,左,3,2,1,1,0,0,0,0,2
20260802-s-t-15,2026-08-02,坂本 誠志郎,阪神タイガース,東京ヤクルトスワローズ,7,捕,4,4,2,0,0,0,2,2,2
20260802-s-t-15,2026-08-02,元山 飛優,阪神タイガース,東京ヤクルトスワローズ,8,遊,4,4,0,0,0,0,0,0,0
20260802-s-t-15,2026-08-02,古賀 優大,東京ヤクルトスワローズ,阪神タイガース,7,捕,4,4,2,2,0,0,0,0,2
20260802-s-t-15,2026-08-02,内山 壮真,東京ヤクルトスワローズ,阪神タイガース,8,二,4,4,3,2,1,0,0,0,3
20260802-s-t-15,2026-08-02,ウォルターズ,東京ヤクルトスワローズ,阪神タイガース,9,投,1,1,0,0,0,0,0,0,0
20260802-s-t-15,2026-08-02,下村 海翔,阪神タイガース,東京ヤクルトスワローズ,9,投,2,1,0,0,0,0,0,0,1
20260802-s-t-15,2026-08-02,西村 瑠伊斗,東京ヤクルトスワローズ,阪神タイガース,9,打,3,3,0,0,0,0,0,0,0
20260802-s-t-15,2026-08-02,中野 拓夢,阪神タイガース,東京ヤクルトスワローズ,9,打,1,1,0,0,0,0,0,0,0
20260802-s-t-15,2026-08-02,塩見 泰隆,東京ヤクルトスワローズ,阪神タイガース,3,打,2,2,0,0,0,0,0,0,0
20260802-s-t-15,2026-08-02,福島 圭音,阪神タイガース,東京ヤクルトスワローズ,6,走,1,1,0,0,0,0,0,0,0
20260802-s-t-15,2026-08-02,ガルシア,阪神タイガース,東京ヤクルトスワローズ,9,打,1,0,0,0,0,0,0,0,1
20260803-b-e-13,2026-08-03,中島 大輔,東北楽天ゴールデンイーグルス,オリックス・バファローズ,1,右,5,5,3,2,0,0,1,1,3
20260803-b-e-13,2026-08-03,黒川 史陽,東北楽天ゴールデンイーグルス,オリックス・バファローズ,2,三,5,5,0,0,0,0,0,0,0
20260803-b-e-13,2026-08-03,辰己 涼介,東北楽天ゴールデンイーグルス,オリックス・バファローズ,3,中,5,5,1,1,0,0,0,1,1
20260803-b-e-13,2026-08-03,マッカスカー,東北楽天ゴールデンイーグルス,オリックス・バファローズ,4,左,1,1,0,0,0,0,0,0,0
20260803-b-e-13,2026-08-03,村林 一輝,東北楽天ゴールデンイーグルス,オリックス・バファローズ,5,二,5,3,2,2,0,0,0,0,4
20260803-b-e-13,2026-08-03,浅村 栄斗,東北楽天ゴールデンイーグルス,オリックス・バファローズ,6,一,5,4,2,0,1,0,1,3,3
20260803-b-e-13,2026-08-03,YG安田,東北楽天ゴールデンイーグルス,オリックス・バファローズ,7,指,4,3,1,0,1,0,0,0,2
20260803-b-e-13,2026-08-03,太田 光,東北楽天ゴールデンイーグルス,オリックス・バファローズ,8,捕,4,4,0,0,0,0,0,0,0
20260803-b-e-13,2026-08-03,宗 佑磨,オリックス・バファローズ,東北楽天ゴールデンイーグルス,1,三,5,5,1,0,0,0,1,2,1
20260803-b-e-13,2026-08-03,宜保 翔,オリックス・バファローズ,東北楽天ゴールデンイーグルス,2,二,5,5,2,2,0,0,0,0,2
20260803-b-e-13,2026-08-03,西川 龍馬,オリックス・バファローズ,東北楽天ゴールデンイーグルス,3,左,5,4,1,0,1,0,0,0,2
20260803-b-e-13,2026-08-03,来田 涼斗,オリックス・バファローズ,東北楽天ゴールデンイーグルス,4,打,5,5,3,0,1,0,2,5,3
20260803-b-e-13,2026-08-03,森 友哉,オリックス・バファローズ,東北楽天ゴールデンイーグルス,5,指,4,4,0,0,0,0,0,0,0
20260803-b-e-13,2026-08-03,宗山 塁,東北楽天ゴールデンイーグルス,オリックス・バファローズ,9,遊,4,4,1,0,0,0,1,1,1
20260803-b-e-13,2026-08-03,佐藤 直樹,東北楽天ゴールデンイーグルス,オリックス・バファローズ,4,右,4,4,0,0,0,0,0,0,0
20260803-b-e-13,2026-08-03,山中 稜真,オリックス・バファローズ,東北楽天ゴールデンイーグルス,6,右,4,2,1,1,0,0,0,0,3
20260803-b-e-13,2026-08-03,中川 圭太,オリックス・バファローズ,東北楽天ゴールデンイーグルス,7,中,4,4,1,1,0,0,0,0,1
20260803-b-e-13,2026-08-03,福永 奨,オリックス・バファローズ,東北楽天ゴールデンイーグルス,8,捕,2,2,0,0,0,0,0,0,0
20260803-b-e-13,2026-08-03,紅林 弘太郎,オリックス・バファローズ,東北楽天ゴールデンイーグルス,9,遊,4,4,2,1,0,0,1,2,2
20260803-b-e-13,2026-08-03,渡部 遼人,オリックス・バファローズ,東北楽天ゴールデンイーグルス,8,打,1,1,0,0,0,0,0,0,0
20260803-b-e-13,2026-08-03,若月 健矢,オリックス・バファローズ,東北楽天ゴールデンイーグルス,8,捕,1,1,1,1,0,0,0,0,1
20260804-c-g-12,2026-08-04,浦田 俊輔,読売ジャイアンツ,広島東洋カープ,1,二,6,5,1,1,0,0,0,0,2
20260804-c-g-12,2026-08-04,松本 剛,読売ジャイアンツ,広島東洋カープ,2,左,5,5,2,2,0,0,0,0,2
20260804-c-g-12,2026-08-04,泉口 友汰,読売ジャイアンツ,広島東洋カープ,3,遊,5,4,1,1,0,0,0,0,2
20260804-c-g-12,2026-08-04,ダルベック,読売ジャイアンツ,広島東洋カープ,4,一,5,5,2,1,0,0,1,3,2
20260804-c-g-12,2026-08-04,岸田 行倫,読売ジャイアンツ,広島東洋カープ,5,捕,5,5,0,0,0,0,0,0,0
20260804-c-g-12,2026-08-04,佐々木 俊輔,読売ジャイアンツ,広島東洋カープ,6,中,5,3,0,0,0,0,0,0,2
20260804-c-g-12,2026-08-04,大盛 穂,広島東洋カープ,読売ジャイアンツ,1,中,6,6,2,2,0,0,0,0,2
20260804-c-g-12,2026-08-04,菊池 涼介,広島東洋カープ,読売ジャイアンツ,2,二,6,3,0,0,0,0,0,0,2
20260804-c-g-12,2026-08-04,ファビアン,広島東洋カープ,読売ジャイアンツ,3,左,6,6,3,2,0,0,1,3,3
20260804-c-g-12,2026-08-04,皆川 岳飛,読売ジャイアンツ,広島東洋カープ,7,右,4,4,0,0,0,0,0,0,0
20260804-c-g-12,2026-08-04,石塚 裕惺,読売ジャイアンツ,広島東洋カープ,8,三,3,3,0,0,0,0,0,0,0
20260804-c-g-12,2026-08-04,山﨑 伊織,読売ジャイアンツ,広島東洋カープ,9,投,3,3,0,0,0,0,0,0,0
20260804-c-g-12,2026-08-04,坂倉 将吾,広島東洋カープ,読売ジャイアンツ,4,一,5,5,1,1,0,0,0,0,1
20260804-c-g-12,2026-08-04,秋山 翔吾,広島東洋カープ,読売ジャイアンツ,5,右,4,4,2,1,0,1,0,0,2
20260804-c-g-12,2026-08-04,小園 海斗,広島東洋カープ,読売ジャイアンツ,6,遊,5,5,2,2,0,0,0,1,2
20260804-c-g-12,2026-08-04,佐々木 泰,広島東洋カープ,読売ジャイアンツ,7,三,4,4,1,1,0,0,0,0,1
20260804-c-g-12,2026-08-04,持丸 泰輝,広島東洋カープ,読売ジャイアンツ,8,捕,5,3,0,0,0,0,0,0,2
20260804-c-g-12,2026-08-04,栗林 良吏,広島東洋カープ,読売ジャイアンツ,9,投,1,1,0,0,0,0,0,0,0
20260804-c-g-12,2026-08-04,久保 修,広島東洋カープ,読売ジャイアンツ,9,打,1,1,1,1,0,0,0,0,1
20260804-c-g-12,2026-08-04,佐藤 啓介,広島東洋カープ,読売ジャイアンツ,9,打,1,1,0,0,0,0,0,0,0
20260804-c-g-12,2026-08-04,勝田 成,広島東洋カープ,読売ジャイアンツ,9,遊,2,2,0,0,0,0,0,0,0
20260804-c-g-12,2026-08-04,小濱 佑斗,読売ジャイアンツ,広島東洋カープ,8,三,2,2,1,1,0,0,0,0,1
20260804-c-g-12,2026-08-04,増田 大輝,読売ジャイアンツ,広島東洋カープ,9,打,1,1,0,0,0,0,0,0,0
20260804-c-g-12,2026-08-04,名原 典彦,広島東洋カープ,読売ジャイアンツ,5,走,1,1,0,0,0,0,0,0,0
20260804-c-g-12,2026-08-04,坂本 勇人,読売ジャイアンツ,広島東洋カープ,7,打,1,1,0,0,0,0,0,0,0
20260804-c-g-12,2026-08-04,モンテロ,広島東洋カープ,読売ジャイアンツ,7,打,1,1,0,0,0,0,0,0,0
20260804-c-g-12,2026-08-04,大城 卓三,読売ジャイアンツ,広島東洋カープ,9,打,1,1,0,0,0,0,0,0,0
20260804-d-s-14,2026-08-04,長岡 秀樹,東京ヤクルトスワローズ,中日ドラゴンズ,1,遊,4,4,0,0,0,0,0,0,0
20260804-d-s-14,2026-08-04,モンテル,東京ヤクルトスワローズ,中日ドラゴンズ,2,中,4,4,2,0,0,0,2,2,2
20260804-d-s-14,2026-08-04,サンタナ,東京ヤクルトスワローズ,中日ドラゴンズ,3,左,4,2,0,0,0,0,0,0,2
20260804-d-s-14,2026-08-04,増田 珠,東京ヤクルトスワローズ,中日ドラゴンズ,4,右,4,4,1,0,1,0,0,0,1
20260804-d-s-14,2026-08-04,古賀 優大,東京ヤクルトスワローズ,中日ドラゴンズ,5,捕,4,4,1,1,0,0,0,1,1
20260804-d-s-14,2026-08-04,赤羽 由紘,東京ヤクルトスワローズ,中日ドラゴンズ,6,三,4,4,1,1,0,0,0,0,1
20260804-d-s-14,2026-08-04,福永 裕基,中日ドラゴンズ,東京ヤクルトスワローズ,1,二,5,5,1,0,1,0,0,0,1
20260804-d-s-14,2026-08-04,村松 開人,中日ドラゴンズ,東京ヤクルトスワローズ,2,遊,5,5,4,4,0,0,0,2,4
20260804-d-s-14,2026-08-04,細川 成也,中日ドラゴンズ,東京ヤクルトスワローズ,3,左,4,4,1,1,0,0,0,0,1
20260804-d-s-14,2026-08-04,サノー,中日ドラゴンズ,東京ヤクルトスワローズ,4,一,4,4,0,0,0,0,0,0,0
20260804-d-s-14,2026-08-04,澤井 廉,東京ヤクルトスワローズ,中日ドラゴンズ,7,一,3,3,1,0,1,0,0,0,1
20260804-d-s-14,2026-08-04,内山 壮真,東京ヤクルトスワローズ,中日ドラゴンズ,8,二,4,4,1,1,0,0,0,0,1
20260804-d-s-14,2026-08-04,吉村 貢司郎,東京ヤクルトスワローズ,中日ドラゴンズ,9,投,2,2,0,0,0,0,0,0,0
20260804-d-s-14,2026-08-04,石川 昂弥,中日ドラゴンズ,東京ヤクルトスワローズ,5,三,4,4,0,0,0,0,0,0,0
20260804-d-s-14,2026-08-04,ボスラー,中日ドラゴンズ,東京ヤクルトスワローズ,6,右,4,4,2,0,0,0,2,2,2
