球団,選手名,ポジション,防御率,投球回,投球アウト数,投球数,打者,被安打,被本塁打,奪三振,与四球,与死球,ボーク,失点,自責点,WHIP
千葉ロッテマリーンズ,大谷 輝龍,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,八木 彬,投手,2.22,8.1,25,142,33,7,0,9,4,0,0,2,2,1.358
千葉ロッテマリーンズ,高野 脩汰,投手,4.29,4.2,14,79,23,7,1,3,1,0,0,2,2,1.905
千葉ロッテマリーンズ,田中 晴也,投手,5.95,12.1,37,241,55,14,1,5,5,0,0,8,8,1.570
千葉ロッテマリーンズ,坂本 光士郎,投手,6.92,5.2,17,99,25,6,1,7,2,0,0,4,4,1.538
千葉ロッテマリーンズ,小野 郁,投手,2.97,9.1,28,149,37,7,0,6,4,1,0,3,3,1.319
千葉ロッテマリーンズ,奥村 頼人,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,一條 力真,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,ジャクソン,投手,0.69,13,39,243,52,11,0,12,5,0,0,1,1,1.231
千葉ロッテマリーンズ,冨士 隼斗,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,鈴木 昭汰,投手,5.00,9,27,122,35,6,3,8,2,0,0,5,5,0.889
千葉ロッテマリーンズ,益田 直也,投手,3.00,6,18,94,25,4,1,7,3,0,0,2,2,1.167
千葉ロッテマリーンズ,木村 優人,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,澤田 圭佑,投手,2.57,7,21,104,26,3,1,7,2,0,0,2,2,0.714
千葉ロッテマリーンズ,中森 俊介,投手,1.29,7,21,99,26,4,0,3,1,0,0,1,1,0.714
千葉ロッテマリーンズ,河村 説人,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,早坂 響,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,大聖,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,坂井 遼,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,廣池 康志郎,投手,3.43,21,63,309,85,16,0,13,4,5,0,8,8,1.190
千葉ロッテマリーンズ,宮﨑 颯,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,ロング,投手,1.59,17,51,294,75,18,0,13,7,1,0,4,3,1.529
千葉ロッテマリーンズ,吉川 悠斗,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,本前 郁也,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,森 遼大朗,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,秋山 正雲,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,中村 亮太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,永島田 輝斗,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,中山 優人,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,髙橋 快秀,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,茨木 佑太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,長島 幸佑,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,武内 涼太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,ラドニー,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
