選手名,球団,対球団名,試合,打率,本塁打,打点,盗塁,更新日
モンテル,東京ヤクルトスワローズ,千葉ロッテマリーンズ,3,0.375,0,0,0,2026/06/28
川瀬 晃,福岡ソフトバンクホークス,阪神タイガース,2,0.500,0,0,0,2026/06/28
川瀬 晃,福岡ソフトバンクホークス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
川瀬 晃,福岡ソフトバンクホークス,読売ジャイアンツ,0,,0,0,0,2026/06/28
川瀬 晃,福岡ソフトバンクホークス,中日ドラゴンズ,0,,0,0,0,2026/06/28
川瀬 晃,福岡ソフトバンクホークス,広島東洋カープ,0,,0,0,0,2026/06/28
川瀬 晃,福岡ソフトバンクホークス,東京ヤクルトスワローズ,2,0.000,0,0,0,2026/06/28
川瀬 晃,福岡ソフトバンクホークス,北海道日本ハムファイターズ,6,0.400,0,3,0,2026/06/28
川瀬 晃,福岡ソフトバンクホークス,オリックス・バファローズ,4,0.250,0,1,0,2026/06/28
川瀬 晃,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,4,0.000,0,0,0,2026/06/28
川瀬 晃,福岡ソフトバンクホークス,埼玉西武ライオンズ,5,0.071,0,0,0,2026/06/28
川瀬 晃,福岡ソフトバンクホークス,千葉ロッテマリーンズ,2,0.000,0,0,0,2026/06/28
渡邉 陸,福岡ソフトバンクホークス,阪神タイガース,0,,0,0,0,2026/06/28
渡邉 陸,福岡ソフトバンクホークス,横浜DeNAベイスターズ,1,0.250,0,1,0,2026/06/28
渡邉 陸,福岡ソフトバンクホークス,読売ジャイアンツ,0,,0,0,0,2026/06/28
渡邉 陸,福岡ソフトバンクホークス,中日ドラゴンズ,0,,0,0,0,2026/06/28
渡邉 陸,福岡ソフトバンクホークス,広島東洋カープ,0,,0,0,0,2026/06/28
渡邉 陸,福岡ソフトバンクホークス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
渡邉 陸,福岡ソフトバンクホークス,北海道日本ハムファイターズ,1,0.000,0,0,0,2026/06/28
渡邉 陸,福岡ソフトバンクホークス,オリックス・バファローズ,0,,0,0,0,2026/06/28
渡邉 陸,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,2,0.500,0,0,0,2026/06/28
渡邉 陸,福岡ソフトバンクホークス,埼玉西武ライオンズ,1,0.000,0,0,0,2026/06/28
渡邉 陸,福岡ソフトバンクホークス,千葉ロッテマリーンズ,2,0.000,0,0,0,2026/06/28
近藤 健介,福岡ソフトバンクホークス,阪神タイガース,3,0.500,3,5,1,2026/06/28
近藤 健介,福岡ソフトバンクホークス,横浜DeNAベイスターズ,1,0.000,0,0,0,2026/06/28
近藤 健介,福岡ソフトバンクホークス,読売ジャイアンツ,3,0.182,0,3,0,2026/06/28
近藤 健介,福岡ソフトバンクホークス,中日ドラゴンズ,3,0.444,0,0,1,2026/06/28
近藤 健介,福岡ソフトバンクホークス,広島東洋カープ,3,0.500,0,2,0,2026/06/28
近藤 健介,福岡ソフトバンクホークス,東京ヤクルトスワローズ,3,0.083,1,2,0,2026/06/28
近藤 健介,福岡ソフトバンクホークス,北海道日本ハムファイターズ,11,0.350,4,18,0,2026/06/28
近藤 健介,福岡ソフトバンクホークス,オリックス・バファローズ,10,0.313,3,7,0,2026/06/28
近藤 健介,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,11,0.200,1,4,1,2026/06/28
近藤 健介,福岡ソフトバンクホークス,埼玉西武ライオンズ,11,0.412,4,10,0,2026/06/28
近藤 健介,福岡ソフトバンクホークス,千葉ロッテマリーンズ,7,0.200,1,2,0,2026/06/28
山川 穂高,福岡ソフトバンクホークス,阪神タイガース,0,,0,0,0,2026/06/28
山川 穂高,福岡ソフトバンクホークス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
山川 穂高,福岡ソフトバンクホークス,読売ジャイアンツ,3,0.333,0,1,0,2026/06/28
山川 穂高,福岡ソフトバンクホークス,中日ドラゴンズ,0,,0,0,0,2026/06/28
山川 穂高,福岡ソフトバンクホークス,広島東洋カープ,1,0.000,0,0,0,2026/06/28
山川 穂高,福岡ソフトバンクホークス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
山川 穂高,福岡ソフトバンクホークス,北海道日本ハムファイターズ,6,0.353,2,5,0,2026/06/28
山川 穂高,福岡ソフトバンクホークス,オリックス・バファローズ,6,0.095,0,3,0,2026/06/28
山川 穂高,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,12,0.184,3,4,0,2026/06/28
山川 穂高,福岡ソフトバンクホークス,埼玉西武ライオンズ,11,0.083,1,5,0,2026/06/28
山川 穂高,福岡ソフトバンクホークス,千葉ロッテマリーンズ,7,0.250,3,7,0,2026/06/28
今宮 健太,福岡ソフトバンクホークス,阪神タイガース,0,,0,0,0,2026/06/28
今宮 健太,福岡ソフトバンクホークス,横浜DeNAベイスターズ,1,0.000,0,0,0,2026/06/28
今宮 健太,福岡ソフトバンクホークス,読売ジャイアンツ,1,0.500,0,1,0,2026/06/28
今宮 健太,福岡ソフトバンクホークス,中日ドラゴンズ,2,0.000,0,0,0,2026/06/28
今宮 健太,福岡ソフトバンクホークス,広島東洋カープ,1,0.000,0,0,0,2026/06/28
今宮 健太,福岡ソフトバンクホークス,東京ヤクルトスワローズ,2,0.333,0,1,0,2026/06/28
今宮 健太,福岡ソフトバンクホークス,北海道日本ハムファイターズ,6,0.133,0,0,0,2026/06/28
今宮 健太,福岡ソフトバンクホークス,オリックス・バファローズ,7,0.158,0,1,0,2026/06/28
今宮 健太,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,7,0.167,0,3,0,2026/06/28
今宮 健太,福岡ソフトバンクホークス,埼玉西武ライオンズ,6,0.316,1,2,0,2026/06/28
今宮 健太,福岡ソフトバンクホークス,千葉ロッテマリーンズ,5,0.222,0,2,0,2026/06/28
中村 晃,福岡ソフトバンクホークス,阪神タイガース,0,,0,0,0,2026/06/28
中村 晃,福岡ソフトバンクホークス,横浜DeNAベイスターズ,1,0.000,0,0,0,2026/06/28
中村 晃,福岡ソフトバンクホークス,読売ジャイアンツ,1,0.000,0,0,0,2026/06/28
中村 晃,福岡ソフトバンクホークス,中日ドラゴンズ,2,0.000,0,0,0,2026/06/28
中村 晃,福岡ソフトバンクホークス,広島東洋カープ,0,,0,0,0,2026/06/28
中村 晃,福岡ソフトバンクホークス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
中村 晃,福岡ソフトバンクホークス,北海道日本ハムファイターズ,1,0.000,0,0,0,2026/06/28
中村 晃,福岡ソフトバンクホークス,オリックス・バファローズ,3,0.222,0,1,0,2026/06/28
中村 晃,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,5,0.250,0,1,0,2026/06/28
中村 晃,福岡ソフトバンクホークス,埼玉西武ライオンズ,8,0.091,0,0,0,2026/06/28
中村 晃,福岡ソフトバンクホークス,千葉ロッテマリーンズ,2,0.000,0,0,0,2026/06/28
牧原 大成,福岡ソフトバンクホークス,阪神タイガース,3,0.375,1,3,0,2026/06/28
牧原 大成,福岡ソフトバンクホークス,横浜DeNAベイスターズ,3,0.364,0,2,1,2026/06/28
牧原 大成,福岡ソフトバンクホークス,読売ジャイアンツ,3,0.000,0,0,0,2026/06/28
牧原 大成,福岡ソフトバンクホークス,中日ドラゴンズ,3,0.333,0,0,0,2026/06/28
牧原 大成,福岡ソフトバンクホークス,広島東洋カープ,3,0.444,0,0,0,2026/06/28
牧原 大成,福岡ソフトバンクホークス,東京ヤクルトスワローズ,3,0.273,0,0,0,2026/06/28
牧原 大成,福岡ソフトバンクホークス,北海道日本ハムファイターズ,11,0.395,0,5,2,2026/06/28
牧原 大成,福岡ソフトバンクホークス,オリックス・バファローズ,10,0.297,0,3,0,2026/06/28
牧原 大成,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,12,0.372,0,1,2,2026/06/28
牧原 大成,福岡ソフトバンクホークス,埼玉西武ライオンズ,10,0.103,0,0,1,2026/06/28
牧原 大成,福岡ソフトバンクホークス,千葉ロッテマリーンズ,7,0.167,0,1,0,2026/06/28
柳田 悠岐,福岡ソフトバンクホークス,阪神タイガース,2,0.286,1,1,0,2026/06/28
柳田 悠岐,福岡ソフトバンクホークス,横浜DeNAベイスターズ,3,0.286,0,0,0,2026/06/28
柳田 悠岐,福岡ソフトバンクホークス,読売ジャイアンツ,2,0.250,0,0,0,2026/06/28
柳田 悠岐,福岡ソフトバンクホークス,中日ドラゴンズ,3,0.143,0,0,0,2026/06/28
柳田 悠岐,福岡ソフトバンクホークス,広島東洋カープ,3,0.222,1,1,0,2026/06/28
柳田 悠岐,福岡ソフトバンクホークス,東京ヤクルトスワローズ,3,0.182,0,0,0,2026/06/28
柳田 悠岐,福岡ソフトバンクホークス,北海道日本ハムファイターズ,10,0.250,2,9,0,2026/06/28
柳田 悠岐,福岡ソフトバンクホークス,オリックス・バファローズ,9,0.258,1,4,0,2026/06/28
柳田 悠岐,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,10,0.268,3,10,0,2026/06/28
柳田 悠岐,福岡ソフトバンクホークス,埼玉西武ライオンズ,9,0.250,0,0,0,2026/06/28
柳田 悠岐,福岡ソフトバンクホークス,千葉ロッテマリーンズ,6,0.125,0,1,0,2026/06/28
周東 佑京,福岡ソフトバンクホークス,阪神タイガース,3,0.500,0,0,1,2026/06/28
周東 佑京,福岡ソフトバンクホークス,横浜DeNAベイスターズ,3,0.154,0,1,0,2026/06/28
周東 佑京,福岡ソフトバンクホークス,読売ジャイアンツ,3,0.167,0,0,1,2026/06/28
周東 佑京,福岡ソフトバンクホークス,中日ドラゴンズ,3,0.417,0,1,1,2026/06/28
周東 佑京,福岡ソフトバンクホークス,広島東洋カープ,3,0.083,0,0,1,2026/06/28
周東 佑京,福岡ソフトバンクホークス,東京ヤクルトスワローズ,1,0.000,0,0,0,2026/06/28
周東 佑京,福岡ソフトバンクホークス,北海道日本ハムファイターズ,10,0.333,1,9,2,2026/06/28
周東 佑京,福岡ソフトバンクホークス,オリックス・バファローズ,9,0.364,0,2,3,2026/06/28
周東 佑京,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,12,0.238,0,2,2,2026/06/28
周東 佑京,福岡ソフトバンクホークス,埼玉西武ライオンズ,10,0.206,0,1,1,2026/06/28
周東 佑京,福岡ソフトバンクホークス,千葉ロッテマリーンズ,7,0.250,0,2,3,2026/06/28
栗原 陵矢,福岡ソフトバンクホークス,阪神タイガース,3,0.500,2,5,0,2026/06/28
栗原 陵矢,福岡ソフトバンクホークス,横浜DeNAベイスターズ,3,0.214,0,0,0,2026/06/28
栗原 陵矢,福岡ソフトバンクホークス,読売ジャイアンツ,3,0.417,3,5,0,2026/06/28
栗原 陵矢,福岡ソフトバンクホークス,中日ドラゴンズ,3,0.286,1,6,0,2026/06/28
栗原 陵矢,福岡ソフトバンクホークス,広島東洋カープ,3,0.182,1,3,0,2026/06/28
栗原 陵矢,福岡ソフトバンクホークス,東京ヤクルトスワローズ,3,0.167,0,0,0,2026/06/28
栗原 陵矢,福岡ソフトバンクホークス,北海道日本ハムファイターズ,11,0.261,2,5,0,2026/06/28
栗原 陵矢,福岡ソフトバンクホークス,オリックス・バファローズ,10,0.194,2,8,0,2026/06/28
栗原 陵矢,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,12,0.348,4,12,0,2026/06/28
栗原 陵矢,福岡ソフトバンクホークス,埼玉西武ライオンズ,11,0.238,2,4,0,2026/06/28
栗原 陵矢,福岡ソフトバンクホークス,千葉ロッテマリーンズ,7,0.269,3,6,0,2026/06/28
庄子 雄大,福岡ソフトバンクホークス,阪神タイガース,2,0.125,0,0,0,2026/06/28
庄子 雄大,福岡ソフトバンクホークス,横浜DeNAベイスターズ,3,0.083,0,3,0,2026/06/28
庄子 雄大,福岡ソフトバンクホークス,読売ジャイアンツ,3,0.455,0,1,2,2026/06/28
庄子 雄大,福岡ソフトバンクホークス,中日ドラゴンズ,3,0.200,0,0,1,2026/06/28
庄子 雄大,福岡ソフトバンクホークス,広島東洋カープ,3,0.143,0,0,1,2026/06/28
庄子 雄大,福岡ソフトバンクホークス,東京ヤクルトスワローズ,2,0.000,0,0,1,2026/06/28
庄子 雄大,福岡ソフトバンクホークス,北海道日本ハムファイターズ,7,0.417,0,1,1,2026/06/28
庄子 雄大,福岡ソフトバンクホークス,オリックス・バファローズ,6,0.286,0,2,3,2026/06/28
庄子 雄大,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,7,0.250,0,2,0,2026/06/28
庄子 雄大,福岡ソフトバンクホークス,埼玉西武ライオンズ,7,0.273,0,0,0,2026/06/28
庄子 雄大,福岡ソフトバンクホークス,千葉ロッテマリーンズ,3,0.429,0,0,0,2026/06/28
正木 智也,福岡ソフトバンクホークス,阪神タイガース,3,0.167,1,1,0,2026/06/28
正木 智也,福岡ソフトバンクホークス,横浜DeNAベイスターズ,3,0.308,1,2,0,2026/06/28
正木 智也,福岡ソフトバンクホークス,読売ジャイアンツ,3,0.385,1,2,0,2026/06/28
正木 智也,福岡ソフトバンクホークス,中日ドラゴンズ,3,0.154,0,2,0,2026/06/28
正木 智也,福岡ソフトバンクホークス,広島東洋カープ,3,0.273,1,2,0,2026/06/28
正木 智也,福岡ソフトバンクホークス,東京ヤクルトスワローズ,3,0.200,1,2,0,2026/06/28
正木 智也,福岡ソフトバンクホークス,北海道日本ハムファイターズ,6,0.455,1,7,0,2026/06/28
正木 智也,福岡ソフトバンクホークス,オリックス・バファローズ,5,0.250,1,3,0,2026/06/28
正木 智也,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,3,0.417,1,1,0,2026/06/28
正木 智也,福岡ソフトバンクホークス,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
正木 智也,福岡ソフトバンクホークス,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
柳町 達,福岡ソフトバンクホークス,阪神タイガース,0,,0,0,0,2026/06/28
柳町 達,福岡ソフトバンクホークス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
柳町 達,福岡ソフトバンクホークス,読売ジャイアンツ,0,,0,0,0,2026/06/28
柳町 達,福岡ソフトバンクホークス,中日ドラゴンズ,0,,0,0,0,2026/06/28
柳町 達,福岡ソフトバンクホークス,広島東洋カープ,0,,0,0,0,2026/06/28
柳町 達,福岡ソフトバンクホークス,東京ヤクルトスワローズ,3,0.444,0,1,0,2026/06/28
柳町 達,福岡ソフトバンクホークス,北海道日本ハムファイターズ,8,0.367,0,6,0,2026/06/28
柳町 達,福岡ソフトバンクホークス,オリックス・バファローズ,6,0.158,0,3,0,2026/06/28
柳町 達,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,9,0.161,0,0,0,2026/06/28
柳町 達,福岡ソフトバンクホークス,埼玉西武ライオンズ,7,0.095,0,3,0,2026/06/28
柳町 達,福岡ソフトバンクホークス,千葉ロッテマリーンズ,6,0.222,0,3,0,2026/06/28
廣瀨 隆太,福岡ソフトバンクホークス,阪神タイガース,3,0.000,0,1,0,2026/06/28
廣瀨 隆太,福岡ソフトバンクホークス,横浜DeNAベイスターズ,3,0.400,0,1,0,2026/06/28
廣瀨 隆太,福岡ソフトバンクホークス,読売ジャイアンツ,1,0.000,0,0,0,2026/06/28
廣瀨 隆太,福岡ソフトバンクホークス,中日ドラゴンズ,2,0.500,0,2,0,2026/06/28
廣瀨 隆太,福岡ソフトバンクホークス,広島東洋カープ,0,,0,0,0,2026/06/28
廣瀨 隆太,福岡ソフトバンクホークス,東京ヤクルトスワローズ,2,0.000,0,0,0,2026/06/28
廣瀨 隆太,福岡ソフトバンクホークス,北海道日本ハムファイターズ,1,0.000,0,0,0,2026/06/28
廣瀨 隆太,福岡ソフトバンクホークス,オリックス・バファローズ,1,0.000,0,0,0,2026/06/28
廣瀨 隆太,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,1,0.000,0,0,0,2026/06/28
廣瀨 隆太,福岡ソフトバンクホークス,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
廣瀨 隆太,福岡ソフトバンクホークス,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
イヒネ イツア,福岡ソフトバンクホークス,阪神タイガース,0,,0,0,0,2026/06/28
イヒネ イツア,福岡ソフトバンクホークス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
イヒネ イツア,福岡ソフトバンクホークス,読売ジャイアンツ,0,,0,0,0,2026/06/28
イヒネ イツア,福岡ソフトバンクホークス,中日ドラゴンズ,0,,0,0,0,2026/06/28
イヒネ イツア,福岡ソフトバンクホークス,広島東洋カープ,0,,0,0,0,2026/06/28
イヒネ イツア,福岡ソフトバンクホークス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
イヒネ イツア,福岡ソフトバンクホークス,北海道日本ハムファイターズ,3,0.000,0,0,0,2026/06/28
イヒネ イツア,福岡ソフトバンクホークス,オリックス・バファローズ,1,0.000,0,0,0,2026/06/28
イヒネ イツア,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,2,0.000,0,0,0,2026/06/28
イヒネ イツア,福岡ソフトバンクホークス,埼玉西武ライオンズ,2,0.000,0,0,0,2026/06/28
イヒネ イツア,福岡ソフトバンクホークス,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
山本 祐大,福岡ソフトバンクホークス,阪神タイガース,0,,0,0,0,2026/06/28
山本 祐大,福岡ソフトバンクホークス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
山本 祐大,福岡ソフトバンクホークス,読売ジャイアンツ,2,0.500,1,2,0,2026/06/28
山本 祐大,福岡ソフトバンクホークス,中日ドラゴンズ,1,0.333,0,1,0,2026/06/28
山本 祐大,福岡ソフトバンクホークス,広島東洋カープ,3,0.250,0,1,0,2026/06/28
山本 祐大,福岡ソフトバンクホークス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
山本 祐大,福岡ソフトバンクホークス,北海道日本ハムファイターズ,3,0.500,1,5,0,2026/06/28
山本 祐大,福岡ソフトバンクホークス,オリックス・バファローズ,2,0.000,0,0,0,2026/06/28
山本 祐大,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,2,0.375,0,0,0,2026/06/28
山本 祐大,福岡ソフトバンクホークス,埼玉西武ライオンズ,1,0.000,0,0,0,2026/06/28
山本 祐大,福岡ソフトバンクホークス,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
笹川 吉康,福岡ソフトバンクホークス,阪神タイガース,0,,0,0,0,2026/06/28
笹川 吉康,福岡ソフトバンクホークス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
笹川 吉康,福岡ソフトバンクホークス,読売ジャイアンツ,0,,0,0,0,2026/06/28
笹川 吉康,福岡ソフトバンクホークス,中日ドラゴンズ,0,,0,0,0,2026/06/28
笹川 吉康,福岡ソフトバンクホークス,広島東洋カープ,0,,0,0,0,2026/06/28
笹川 吉康,福岡ソフトバンクホークス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
笹川 吉康,福岡ソフトバンクホークス,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
笹川 吉康,福岡ソフトバンクホークス,オリックス・バファローズ,2,0.500,0,2,0,2026/06/28
笹川 吉康,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,2,0.000,0,0,0,2026/06/28
笹川 吉康,福岡ソフトバンクホークス,埼玉西武ライオンズ,5,0.091,0,0,0,2026/06/28
笹川 吉康,福岡ソフトバンクホークス,千葉ロッテマリーンズ,1,0.000,0,0,0,2026/06/28
谷川原 健太,福岡ソフトバンクホークス,阪神タイガース,2,0.000,0,0,0,2026/06/28
谷川原 健太,福岡ソフトバンクホークス,横浜DeNAベイスターズ,3,0.200,0,0,0,2026/06/28
谷川原 健太,福岡ソフトバンクホークス,読売ジャイアンツ,0,,0,0,0,2026/06/28
谷川原 健太,福岡ソフトバンクホークス,中日ドラゴンズ,3,0.000,0,0,0,2026/06/28
谷川原 健太,福岡ソフトバンクホークス,広島東洋カープ,2,0.000,0,0,0,2026/06/28
谷川原 健太,福岡ソフトバンクホークス,東京ヤクルトスワローズ,3,0.000,0,0,0,2026/06/28
谷川原 健太,福岡ソフトバンクホークス,北海道日本ハムファイターズ,6,0.000,0,0,0,2026/06/28
谷川原 健太,福岡ソフトバンクホークス,オリックス・バファローズ,5,0.250,0,0,0,2026/06/28
谷川原 健太,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,4,0.250,0,0,0,2026/06/28
谷川原 健太,福岡ソフトバンクホークス,埼玉西武ライオンズ,7,0.333,0,0,0,2026/06/28
谷川原 健太,福岡ソフトバンクホークス,千葉ロッテマリーンズ,2,0.400,0,2,0,2026/06/28
石塚 綜一郎,福岡ソフトバンクホークス,阪神タイガース,0,,0,0,0,2026/06/28
石塚 綜一郎,福岡ソフトバンクホークス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
石塚 綜一郎,福岡ソフトバンクホークス,読売ジャイアンツ,0,,0,0,0,2026/06/28
石塚 綜一郎,福岡ソフトバンクホークス,中日ドラゴンズ,0,,0,0,0,2026/06/28
石塚 綜一郎,福岡ソフトバンクホークス,広島東洋カープ,0,,0,0,0,2026/06/28
石塚 綜一郎,福岡ソフトバンクホークス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
石塚 綜一郎,福岡ソフトバンクホークス,北海道日本ハムファイターズ,3,0.364,0,3,0,2026/06/28
石塚 綜一郎,福岡ソフトバンクホークス,オリックス・バファローズ,1,0.000,0,0,0,2026/06/28
石塚 綜一郎,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
石塚 綜一郎,福岡ソフトバンクホークス,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
石塚 綜一郎,福岡ソフトバンクホークス,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
髙橋 隆慶,福岡ソフトバンクホークス,阪神タイガース,0,,0,0,0,2026/06/28
髙橋 隆慶,福岡ソフトバンクホークス,横浜DeNAベイスターズ,2,1.000,1,1,0,2026/06/28
髙橋 隆慶,福岡ソフトバンクホークス,読売ジャイアンツ,0,,0,0,0,2026/06/28
髙橋 隆慶,福岡ソフトバンクホークス,中日ドラゴンズ,0,,0,0,0,2026/06/28
髙橋 隆慶,福岡ソフトバンクホークス,広島東洋カープ,1,0.000,0,0,0,2026/06/28
髙橋 隆慶,福岡ソフトバンクホークス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
髙橋 隆慶,福岡ソフトバンクホークス,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
髙橋 隆慶,福岡ソフトバンクホークス,オリックス・バファローズ,0,,0,0,0,2026/06/28
髙橋 隆慶,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
髙橋 隆慶,福岡ソフトバンクホークス,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
髙橋 隆慶,福岡ソフトバンクホークス,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
川村 友斗,福岡ソフトバンクホークス,阪神タイガース,3,0.000,0,0,0,2026/06/28
川村 友斗,福岡ソフトバンクホークス,横浜DeNAベイスターズ,2,0.500,0,1,0,2026/06/28
川村 友斗,福岡ソフトバンクホークス,読売ジャイアンツ,2,0.000,0,0,0,2026/06/28
川村 友斗,福岡ソフトバンクホークス,中日ドラゴンズ,2,0.000,0,0,0,2026/06/28
川村 友斗,福岡ソフトバンクホークス,広島東洋カープ,3,0.000,0,0,0,2026/06/28
川村 友斗,福岡ソフトバンクホークス,東京ヤクルトスワローズ,1,0.000,0,0,0,2026/06/28
川村 友斗,福岡ソフトバンクホークス,北海道日本ハムファイターズ,7,0.000,0,0,0,2026/06/28
川村 友斗,福岡ソフトバンクホークス,オリックス・バファローズ,7,0.000,0,0,0,2026/06/28
川村 友斗,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,7,0.000,0,0,0,2026/06/28
川村 友斗,福岡ソフトバンクホークス,埼玉西武ライオンズ,7,0.000,0,0,0,2026/06/28
川村 友斗,福岡ソフトバンクホークス,千葉ロッテマリーンズ,2,0.000,0,0,0,2026/06/28
海野 隆司,福岡ソフトバンクホークス,阪神タイガース,3,0.100,0,0,0,2026/06/28
海野 隆司,福岡ソフトバンクホークス,横浜DeNAベイスターズ,2,0.222,0,1,0,2026/06/28
海野 隆司,福岡ソフトバンクホークス,読売ジャイアンツ,1,0.250,0,0,0,2026/06/28
海野 隆司,福岡ソフトバンクホークス,中日ドラゴンズ,3,0.222,0,0,0,2026/06/28
海野 隆司,福岡ソフトバンクホークス,広島東洋カープ,0,,0,0,0,2026/06/28
海野 隆司,福岡ソフトバンクホークス,東京ヤクルトスワローズ,3,0.000,0,1,0,2026/06/28
海野 隆司,福岡ソフトバンクホークス,北海道日本ハムファイターズ,10,0.304,0,2,0,2026/06/28
海野 隆司,福岡ソフトバンクホークス,オリックス・バファローズ,8,0.105,0,0,0,2026/06/28
海野 隆司,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,8,0.182,0,1,0,2026/06/28
海野 隆司,福岡ソフトバンクホークス,埼玉西武ライオンズ,8,0.150,0,2,0,2026/06/28
海野 隆司,福岡ソフトバンクホークス,千葉ロッテマリーンズ,5,0.154,1,2,0,2026/06/28
山本 恵大,福岡ソフトバンクホークス,阪神タイガース,0,,0,0,0,2026/06/28
山本 恵大,福岡ソフトバンクホークス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
山本 恵大,福岡ソフトバンクホークス,読売ジャイアンツ,3,0.250,1,2,0,2026/06/28
山本 恵大,福岡ソフトバンクホークス,中日ドラゴンズ,0,,0,0,0,2026/06/28
山本 恵大,福岡ソフトバンクホークス,広島東洋カープ,1,0.000,0,0,0,2026/06/28
山本 恵大,福岡ソフトバンクホークス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
山本 恵大,福岡ソフトバンクホークス,北海道日本ハムファイターズ,3,0.556,0,0,0,2026/06/28
山本 恵大,福岡ソフトバンクホークス,オリックス・バファローズ,2,0.200,0,0,0,2026/06/28
山本 恵大,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,1,0.000,0,0,0,2026/06/28
山本 恵大,福岡ソフトバンクホークス,埼玉西武ライオンズ,1,0.250,0,0,0,2026/06/28
山本 恵大,福岡ソフトバンクホークス,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
野村 勇,福岡ソフトバンクホークス,阪神タイガース,2,0.429,2,2,0,2026/06/28
野村 勇,福岡ソフトバンクホークス,横浜DeNAベイスターズ,2,0.667,0,0,0,2026/06/28
野村 勇,福岡ソフトバンクホークス,読売ジャイアンツ,2,0.000,0,0,0,2026/06/28
野村 勇,福岡ソフトバンクホークス,中日ドラゴンズ,2,0.000,0,0,0,2026/06/28
野村 勇,福岡ソフトバンクホークス,広島東洋カープ,3,0.000,0,0,0,2026/06/28
野村 勇,福岡ソフトバンクホークス,東京ヤクルトスワローズ,3,0.455,2,3,0,2026/06/28
野村 勇,福岡ソフトバンクホークス,北海道日本ハムファイターズ,8,0.250,0,1,1,2026/06/28
野村 勇,福岡ソフトバンクホークス,オリックス・バファローズ,8,0.143,0,0,0,2026/06/28
野村 勇,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,9,0.176,0,1,0,2026/06/28
野村 勇,福岡ソフトバンクホークス,埼玉西武ライオンズ,7,0.071,0,0,0,2026/06/28
野村 勇,福岡ソフトバンクホークス,千葉ロッテマリーンズ,5,0.125,0,0,1,2026/06/28
マルティネス,北海道日本ハムファイターズ,阪神タイガース,0,,0,0,0,2026/06/28
マルティネス,北海道日本ハムファイターズ,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
