選手名,球団,対球団名,試合,打率,本塁打,打点,盗塁,更新日
林 琢真,横浜DeNAベイスターズ,読売ジャイアンツ,4,0.231,0,1,0,2026/06/28
林 琢真,横浜DeNAベイスターズ,中日ドラゴンズ,6,0.214,0,4,1,2026/06/28
林 琢真,横浜DeNAベイスターズ,広島東洋カープ,6,0.286,1,6,1,2026/06/28
林 琢真,横浜DeNAベイスターズ,東京ヤクルトスワローズ,6,0.316,0,2,1,2026/06/28
林 琢真,横浜DeNAベイスターズ,福岡ソフトバンクホークス,0,,0,0,0,2026/06/28
林 琢真,横浜DeNAベイスターズ,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
林 琢真,横浜DeNAベイスターズ,オリックス・バファローズ,0,,0,0,0,2026/06/28
林 琢真,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
林 琢真,横浜DeNAベイスターズ,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
林 琢真,横浜DeNAベイスターズ,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
牧 秀悟,横浜DeNAベイスターズ,阪神タイガース,7,0.370,1,3,0,2026/06/28
牧 秀悟,横浜DeNAベイスターズ,読売ジャイアンツ,4,0.333,0,1,0,2026/06/28
牧 秀悟,横浜DeNAベイスターズ,中日ドラゴンズ,5,0.286,1,4,0,2026/06/28
牧 秀悟,横浜DeNAベイスターズ,広島東洋カープ,5,0.263,0,3,0,2026/06/28
牧 秀悟,横浜DeNAベイスターズ,東京ヤクルトスワローズ,5,0.389,1,1,1,2026/06/28
牧 秀悟,横浜DeNAベイスターズ,福岡ソフトバンクホークス,3,0.545,2,7,0,2026/06/28
牧 秀悟,横浜DeNAベイスターズ,北海道日本ハムファイターズ,3,0.000,0,0,0,2026/06/28
牧 秀悟,横浜DeNAベイスターズ,オリックス・バファローズ,0,,0,0,0,2026/06/28
牧 秀悟,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,1,0.400,0,3,0,2026/06/28
牧 秀悟,横浜DeNAベイスターズ,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
牧 秀悟,横浜DeNAベイスターズ,千葉ロッテマリーンズ,2,0.125,1,3,0,2026/06/28
小田 康一郎,横浜DeNAベイスターズ,阪神タイガース,0,,0,0,0,2026/06/28
小田 康一郎,横浜DeNAベイスターズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
小田 康一郎,横浜DeNAベイスターズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
小田 康一郎,横浜DeNAベイスターズ,広島東洋カープ,0,,0,0,0,2026/06/28
小田 康一郎,横浜DeNAベイスターズ,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
小田 康一郎,横浜DeNAベイスターズ,福岡ソフトバンクホークス,1,0.000,0,0,0,2026/06/28
小田 康一郎,横浜DeNAベイスターズ,北海道日本ハムファイターズ,1,0.000,0,0,0,2026/06/28
小田 康一郎,横浜DeNAベイスターズ,オリックス・バファローズ,0,,0,0,0,2026/06/28
小田 康一郎,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
小田 康一郎,横浜DeNAベイスターズ,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
小田 康一郎,横浜DeNAベイスターズ,千葉ロッテマリーンズ,1,0.000,0,0,0,2026/06/28
度会 隆輝,横浜DeNAベイスターズ,阪神タイガース,10,0.366,0,3,1,2026/06/28
度会 隆輝,横浜DeNAベイスターズ,読売ジャイアンツ,9,0.286,0,0,0,2026/06/28
度会 隆輝,横浜DeNAベイスターズ,中日ドラゴンズ,11,0.292,0,1,1,2026/06/28
度会 隆輝,横浜DeNAベイスターズ,広島東洋カープ,9,0.194,1,4,0,2026/06/28
度会 隆輝,横浜DeNAベイスターズ,東京ヤクルトスワローズ,10,0.364,2,5,1,2026/06/28
度会 隆輝,横浜DeNAベイスターズ,福岡ソフトバンクホークス,3,0.154,1,2,0,2026/06/28
度会 隆輝,横浜DeNAベイスターズ,北海道日本ハムファイターズ,3,0.100,0,0,0,2026/06/28
度会 隆輝,横浜DeNAベイスターズ,オリックス・バファローズ,3,0.273,0,2,0,2026/06/28
度会 隆輝,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,3,0.300,0,1,0,2026/06/28
度会 隆輝,横浜DeNAベイスターズ,埼玉西武ライオンズ,3,0.143,1,3,0,2026/06/28
度会 隆輝,横浜DeNAベイスターズ,千葉ロッテマリーンズ,3,0.286,0,1,0,2026/06/28
松尾 汐恩,横浜DeNAベイスターズ,阪神タイガース,3,0.091,0,0,0,2026/06/28
松尾 汐恩,横浜DeNAベイスターズ,読売ジャイアンツ,5,0.214,0,0,0,2026/06/28
松尾 汐恩,横浜DeNAベイスターズ,中日ドラゴンズ,7,0.304,0,2,0,2026/06/28
松尾 汐恩,横浜DeNAベイスターズ,広島東洋カープ,8,0.294,0,2,0,2026/06/28
松尾 汐恩,横浜DeNAベイスターズ,東京ヤクルトスワローズ,5,0.182,0,0,0,2026/06/28
松尾 汐恩,横浜DeNAベイスターズ,福岡ソフトバンクホークス,3,0.091,1,1,0,2026/06/28
松尾 汐恩,横浜DeNAベイスターズ,北海道日本ハムファイターズ,2,0.167,0,0,0,2026/06/28
松尾 汐恩,横浜DeNAベイスターズ,オリックス・バファローズ,3,0.400,0,0,0,2026/06/28
松尾 汐恩,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,2,0.111,0,0,0,2026/06/28
松尾 汐恩,横浜DeNAベイスターズ,埼玉西武ライオンズ,1,0.500,0,1,0,2026/06/28
松尾 汐恩,横浜DeNAベイスターズ,千葉ロッテマリーンズ,2,0.625,0,0,0,2026/06/28
佐野 恵太,横浜DeNAベイスターズ,阪神タイガース,10,0.308,1,12,0,2026/06/28
佐野 恵太,横浜DeNAベイスターズ,読売ジャイアンツ,9,0.152,1,3,0,2026/06/28
佐野 恵太,横浜DeNAベイスターズ,中日ドラゴンズ,11,0.125,0,1,0,2026/06/28
佐野 恵太,横浜DeNAベイスターズ,広島東洋カープ,11,0.289,0,3,0,2026/06/28
佐野 恵太,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,0.294,2,5,0,2026/06/28
佐野 恵太,横浜DeNAベイスターズ,福岡ソフトバンクホークス,2,0.571,0,0,0,2026/06/28
佐野 恵太,横浜DeNAベイスターズ,北海道日本ハムファイターズ,3,0.000,0,0,0,2026/06/28
佐野 恵太,横浜DeNAベイスターズ,オリックス・バファローズ,3,0.111,0,0,0,2026/06/28
佐野 恵太,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,3,0.273,0,0,0,2026/06/28
佐野 恵太,横浜DeNAベイスターズ,埼玉西武ライオンズ,3,0.667,0,2,0,2026/06/28
佐野 恵太,横浜DeNAベイスターズ,千葉ロッテマリーンズ,3,0.308,0,2,0,2026/06/28
神里 和毅,横浜DeNAベイスターズ,阪神タイガース,4,0.000,0,0,0,2026/06/28
神里 和毅,横浜DeNAベイスターズ,読売ジャイアンツ,4,0.000,0,0,0,2026/06/28
神里 和毅,横浜DeNAベイスターズ,中日ドラゴンズ,8,0.000,0,0,1,2026/06/28
神里 和毅,横浜DeNAベイスターズ,広島東洋カープ,7,0.000,0,0,0,2026/06/28
神里 和毅,横浜DeNAベイスターズ,東京ヤクルトスワローズ,3,0.333,0,1,0,2026/06/28
神里 和毅,横浜DeNAベイスターズ,福岡ソフトバンクホークス,2,0.000,0,0,0,2026/06/28
神里 和毅,横浜DeNAベイスターズ,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
神里 和毅,横浜DeNAベイスターズ,オリックス・バファローズ,1,0.000,0,0,0,2026/06/28
神里 和毅,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,2,0.000,0,0,0,2026/06/28
神里 和毅,横浜DeNAベイスターズ,埼玉西武ライオンズ,1,0.000,0,0,0,2026/06/28
神里 和毅,横浜DeNAベイスターズ,千葉ロッテマリーンズ,2,0.000,0,0,0,2026/06/28
京田 陽太,横浜DeNAベイスターズ,阪神タイガース,6,0.400,0,2,1,2026/06/28
京田 陽太,横浜DeNAベイスターズ,読売ジャイアンツ,6,0.231,0,0,0,2026/06/28
京田 陽太,横浜DeNAベイスターズ,中日ドラゴンズ,7,0.188,0,1,0,2026/06/28
京田 陽太,横浜DeNAベイスターズ,広島東洋カープ,6,0.200,0,3,0,2026/06/28
京田 陽太,横浜DeNAベイスターズ,東京ヤクルトスワローズ,4,0.333,0,0,0,2026/06/28
京田 陽太,横浜DeNAベイスターズ,福岡ソフトバンクホークス,3,0.000,0,0,0,2026/06/28
京田 陽太,横浜DeNAベイスターズ,北海道日本ハムファイターズ,2,0.000,0,0,0,2026/06/28
京田 陽太,横浜DeNAベイスターズ,オリックス・バファローズ,3,0.250,1,3,0,2026/06/28
京田 陽太,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,1,0.250,0,1,0,2026/06/28
京田 陽太,横浜DeNAベイスターズ,埼玉西武ライオンズ,2,0.167,0,0,0,2026/06/28
京田 陽太,横浜DeNAベイスターズ,千葉ロッテマリーンズ,2,0.500,0,1,0,2026/06/28
戸柱 恭孝,横浜DeNAベイスターズ,阪神タイガース,3,0.333,0,2,0,2026/06/28
戸柱 恭孝,横浜DeNAベイスターズ,読売ジャイアンツ,3,0.250,0,1,0,2026/06/28
戸柱 恭孝,横浜DeNAベイスターズ,中日ドラゴンズ,2,0.000,0,0,0,2026/06/28
戸柱 恭孝,横浜DeNAベイスターズ,広島東洋カープ,1,0.000,0,0,0,2026/06/28
戸柱 恭孝,横浜DeNAベイスターズ,東京ヤクルトスワローズ,3,0.333,0,1,0,2026/06/28
戸柱 恭孝,横浜DeNAベイスターズ,福岡ソフトバンクホークス,1,1.000,0,0,0,2026/06/28
戸柱 恭孝,横浜DeNAベイスターズ,北海道日本ハムファイターズ,1,0.000,0,1,0,2026/06/28
戸柱 恭孝,横浜DeNAベイスターズ,オリックス・バファローズ,0,,0,0,0,2026/06/28
戸柱 恭孝,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,2,0.000,0,0,0,2026/06/28
戸柱 恭孝,横浜DeNAベイスターズ,埼玉西武ライオンズ,1,0.000,0,0,0,2026/06/28
戸柱 恭孝,横浜DeNAベイスターズ,千葉ロッテマリーンズ,1,0.250,0,0,0,2026/06/28
筒香 嘉智,横浜DeNAベイスターズ,阪神タイガース,4,0.214,1,2,0,2026/06/28
筒香 嘉智,横浜DeNAベイスターズ,読売ジャイアンツ,4,0.250,1,2,0,2026/06/28
筒香 嘉智,横浜DeNAベイスターズ,中日ドラゴンズ,7,0.360,1,5,0,2026/06/28
筒香 嘉智,横浜DeNAベイスターズ,広島東洋カープ,5,0.000,0,0,0,2026/06/28
筒香 嘉智,横浜DeNAベイスターズ,東京ヤクルトスワローズ,4,0.308,0,1,0,2026/06/28
筒香 嘉智,横浜DeNAベイスターズ,福岡ソフトバンクホークス,3,0.077,0,0,0,2026/06/28
筒香 嘉智,横浜DeNAベイスターズ,北海道日本ハムファイターズ,3,0.125,0,0,0,2026/06/28
筒香 嘉智,横浜DeNAベイスターズ,オリックス・バファローズ,0,,0,0,0,2026/06/28
筒香 嘉智,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,3,0.417,0,0,0,2026/06/28
筒香 嘉智,横浜DeNAベイスターズ,埼玉西武ライオンズ,2,0.000,0,1,0,2026/06/28
筒香 嘉智,横浜DeNAベイスターズ,千葉ロッテマリーンズ,3,0.333,0,1,0,2026/06/28
三森 大貴,横浜DeNAベイスターズ,阪神タイガース,4,0.286,0,2,2,2026/06/28
三森 大貴,横浜DeNAベイスターズ,読売ジャイアンツ,6,0.375,0,2,1,2026/06/28
三森 大貴,横浜DeNAベイスターズ,中日ドラゴンズ,7,0.143,0,1,1,2026/06/28
三森 大貴,横浜DeNAベイスターズ,広島東洋カープ,7,0.375,0,1,3,2026/06/28
三森 大貴,横浜DeNAベイスターズ,東京ヤクルトスワローズ,6,0.059,0,1,0,2026/06/28
三森 大貴,横浜DeNAベイスターズ,福岡ソフトバンクホークス,2,0.250,0,0,0,2026/06/28
三森 大貴,横浜DeNAベイスターズ,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
三森 大貴,横浜DeNAベイスターズ,オリックス・バファローズ,1,0.000,0,0,0,2026/06/28
三森 大貴,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,3,0.286,0,0,1,2026/06/28
三森 大貴,横浜DeNAベイスターズ,埼玉西武ライオンズ,1,0.667,0,1,1,2026/06/28
三森 大貴,横浜DeNAベイスターズ,千葉ロッテマリーンズ,2,0.250,0,0,0,2026/06/28
勝又 温史,横浜DeNAベイスターズ,阪神タイガース,7,0.407,0,5,1,2026/06/28
勝又 温史,横浜DeNAベイスターズ,読売ジャイアンツ,6,0.200,0,0,0,2026/06/28
勝又 温史,横浜DeNAベイスターズ,中日ドラゴンズ,6,0.375,1,4,0,2026/06/28
勝又 温史,横浜DeNAベイスターズ,広島東洋カープ,10,0.400,0,7,0,2026/06/28
勝又 温史,横浜DeNAベイスターズ,東京ヤクルトスワローズ,6,0.357,0,0,0,2026/06/28
勝又 温史,横浜DeNAベイスターズ,福岡ソフトバンクホークス,2,0.000,0,0,0,2026/06/28
勝又 温史,横浜DeNAベイスターズ,北海道日本ハムファイターズ,3,0.333,0,1,0,2026/06/28
勝又 温史,横浜DeNAベイスターズ,オリックス・バファローズ,3,0.125,0,0,0,2026/06/28
勝又 温史,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,2,0.000,0,1,0,2026/06/28
勝又 温史,横浜DeNAベイスターズ,埼玉西武ライオンズ,3,0.167,0,0,0,2026/06/28
勝又 温史,横浜DeNAベイスターズ,千葉ロッテマリーンズ,3,0.333,1,4,0,2026/06/28
柴田 竜拓,横浜DeNAベイスターズ,阪神タイガース,2,0.000,0,0,0,2026/06/28
柴田 竜拓,横浜DeNAベイスターズ,読売ジャイアンツ,1,0.000,0,0,0,2026/06/28
柴田 竜拓,横浜DeNAベイスターズ,中日ドラゴンズ,4,0.000,0,0,0,2026/06/28
柴田 竜拓,横浜DeNAベイスターズ,広島東洋カープ,4,0.000,0,0,0,2026/06/28
柴田 竜拓,横浜DeNAベイスターズ,東京ヤクルトスワローズ,2,1.000,0,0,0,2026/06/28
柴田 竜拓,横浜DeNAベイスターズ,福岡ソフトバンクホークス,2,0.000,0,0,0,2026/06/28
柴田 竜拓,横浜DeNAベイスターズ,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
柴田 竜拓,横浜DeNAベイスターズ,オリックス・バファローズ,1,0.000,0,0,0,2026/06/28
柴田 竜拓,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
柴田 竜拓,横浜DeNAベイスターズ,埼玉西武ライオンズ,1,0.000,0,0,0,2026/06/28
柴田 竜拓,横浜DeNAベイスターズ,千葉ロッテマリーンズ,1,0.000,0,0,0,2026/06/28
宮下 朝陽,横浜DeNAベイスターズ,阪神タイガース,2,0.000,0,1,0,2026/06/28
宮下 朝陽,横浜DeNAベイスターズ,読売ジャイアンツ,4,0.000,0,0,0,2026/06/28
宮下 朝陽,横浜DeNAベイスターズ,中日ドラゴンズ,3,0.364,0,0,0,2026/06/28
宮下 朝陽,横浜DeNAベイスターズ,広島東洋カープ,7,0.160,1,2,1,2026/06/28
宮下 朝陽,横浜DeNAベイスターズ,東京ヤクルトスワローズ,3,0.143,0,1,0,2026/06/28
宮下 朝陽,横浜DeNAベイスターズ,福岡ソフトバンクホークス,0,,0,0,0,2026/06/28
宮下 朝陽,横浜DeNAベイスターズ,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
宮下 朝陽,横浜DeNAベイスターズ,オリックス・バファローズ,0,,0,0,0,2026/06/28
宮下 朝陽,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
宮下 朝陽,横浜DeNAベイスターズ,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
宮下 朝陽,横浜DeNAベイスターズ,千葉ロッテマリーンズ,1,1.000,1,3,0,2026/06/28
加藤 響,横浜DeNAベイスターズ,阪神タイガース,1,0.000,0,0,0,2026/06/28
加藤 響,横浜DeNAベイスターズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
加藤 響,横浜DeNAベイスターズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
加藤 響,横浜DeNAベイスターズ,広島東洋カープ,0,,0,0,0,2026/06/28
加藤 響,横浜DeNAベイスターズ,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
加藤 響,横浜DeNAベイスターズ,福岡ソフトバンクホークス,0,,0,0,0,2026/06/28
加藤 響,横浜DeNAベイスターズ,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
加藤 響,横浜DeNAベイスターズ,オリックス・バファローズ,0,,0,0,0,2026/06/28
加藤 響,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
加藤 響,横浜DeNAベイスターズ,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
加藤 響,横浜DeNAベイスターズ,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
井上 朋也,横浜DeNAベイスターズ,阪神タイガース,0,,0,0,0,2026/06/28
井上 朋也,横浜DeNAベイスターズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
井上 朋也,横浜DeNAベイスターズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
井上 朋也,横浜DeNAベイスターズ,広島東洋カープ,0,,0,0,0,2026/06/28
井上 朋也,横浜DeNAベイスターズ,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
井上 朋也,横浜DeNAベイスターズ,福岡ソフトバンクホークス,0,,0,0,0,2026/06/28
井上 朋也,横浜DeNAベイスターズ,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
井上 朋也,横浜DeNAベイスターズ,オリックス・バファローズ,2,0.000,0,0,0,2026/06/28
井上 朋也,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,1,0.000,0,0,0,2026/06/28
井上 朋也,横浜DeNAベイスターズ,埼玉西武ライオンズ,2,0.000,0,0,0,2026/06/28
井上 朋也,横浜DeNAベイスターズ,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
石上 泰輝,横浜DeNAベイスターズ,阪神タイガース,3,0.000,0,0,0,2026/06/28
石上 泰輝,横浜DeNAベイスターズ,読売ジャイアンツ,1,0.000,0,0,0,2026/06/28
